id,mass,sources,formula_diff
EVODEX.2-M89,17.02659,"EVODEX.2-P5318,EVODEX.2-P5325,EVODEX.2-P5383,EVODEX.2-P5406,EVODEX.2-P5409","{""H"": 3, ""N"": 1}"
EVODEX.2-M80,1.0316899999999993,"EVODEX.2-P1115,EVODEX.2-P1150,EVODEX.2-P1152,EVODEX.2-P1200,EVODEX.2-P1730,EVODEX.2-P2392,EVODEX.2-P2629,EVODEX.2-P2674,EVODEX.2-P2698,EVODEX.2-P2781,EVODEX.2-P2786,EVODEX.2-P2791,EVODEX.2-P953,EVODEX.2-P959,EVODEX.2-P972","{""H"": 3, ""N"": 1, ""O"": -1}"
EVODEX.2-M26,97.97689,"EVODEX.2-P1645,EVODEX.2-P1647,EVODEX.2-P1649,EVODEX.2-P1658,EVODEX.2-P1660,EVODEX.2-P1961,EVODEX.2-P2051,EVODEX.2-P2053,EVODEX.2-P2065,EVODEX.2-P2066,EVODEX.2-P2141,EVODEX.2-P2143,EVODEX.2-P2146,EVODEX.2-P2149,EVODEX.2-P2158,EVODEX.2-P3213,EVODEX.2-P3214,EVODEX.2-P3215,EVODEX.2-P3217,EVODEX.2-P3219","{""H"": 3, ""O"": 4, ""P"": 1}"
EVODEX.2-M558,4.03132,"EVODEX.2-P11,EVODEX.2-P51,EVODEX.2-P859","{""H"": 4}"
EVODEX.2-M38,36.021119999999996,"EVODEX.2-P4047,EVODEX.2-P4269,EVODEX.2-P4579,EVODEX.2-P4786,EVODEX.2-P4801,EVODEX.2-P4807,EVODEX.2-P4809,EVODEX.2-P5021,EVODEX.2-P5128,EVODEX.2-P5186,EVODEX.2-P5643,EVODEX.2-P5651,EVODEX.2-P5654,EVODEX.2-P5655,EVODEX.2-P5671,EVODEX.2-P5700,EVODEX.2-P5701","{""H"": 4, ""O"": 2}"
EVODEX.2-M81,177.94322,"EVODEX.2-P3012,EVODEX.2-P3083,EVODEX.2-P3162,EVODEX.2-P3184,EVODEX.2-P3185,EVODEX.2-P3195,EVODEX.2-P3196,EVODEX.2-P3200,EVODEX.2-P3202,EVODEX.2-P3223","{""H"": 4, ""O"": 7, ""P"": 2}"
EVODEX.2-M159,19.04225,"EVODEX.2-P1001,EVODEX.2-P1005,EVODEX.2-P1036,EVODEX.2-P1046,EVODEX.2-P914,EVODEX.2-P949,EVODEX.2-P954,EVODEX.2-P973,EVODEX.2-P979,EVODEX.2-P993","{""H"": 5, ""N"": 1}"
EVODEX.2-M514,72.04223999999999,"EVODEX.2-P5631,EVODEX.2-P5646,EVODEX.2-P5658,EVODEX.2-P5660,EVODEX.2-P5665","{""H"": 8, ""O"": 4}"
EVODEX.2-M515,-15.01093,"EVODEX.2-P5191,EVODEX.2-P5334,EVODEX.2-P5377,EVODEX.2-P5381,EVODEX.2-P5397","{""H"": -1, ""N"": -1}"
EVODEX.2-M18,0.9839699999999993,"EVODEX.2-P4202,EVODEX.2-P4817,EVODEX.2-P4913,EVODEX.2-P5424,EVODEX.2-P5437,EVODEX.2-P5442,EVODEX.2-P5444,EVODEX.2-P5479,EVODEX.2-P5486,EVODEX.2-P5585,EVODEX.2-P5588,EVODEX.2-P5590,EVODEX.2-P5595,EVODEX.2-P5599,EVODEX.2-P5604,EVODEX.2-P5610,EVODEX.2-P5614,EVODEX.2-P5615,EVODEX.2-P5616,EVODEX.2-P5635,EVODEX.2-P5639,EVODEX.2-P5640,EVODEX.2-P5667,EVODEX.2-P5672","{""H"": -1, ""N"": -1, ""O"": 1}"
EVODEX.2-M37,-79.96633,"EVODEX.2-P2841,EVODEX.2-P2862,EVODEX.2-P2952,EVODEX.2-P3038,EVODEX.2-P3040,EVODEX.2-P3055,EVODEX.2-P3059,EVODEX.2-P3062,EVODEX.2-P3071,EVODEX.2-P3176,EVODEX.2-P3652,EVODEX.2-P3657,EVODEX.2-P3658,EVODEX.2-P3661,EVODEX.2-P3667,EVODEX.2-P3681,EVODEX.2-P3682,EVODEX.2-P3683,EVODEX.2-P3759,EVODEX.2-P5762","{""H"": -1, ""O"": -3, ""P"": -1}"
EVODEX.2-M10,-2.01566,"EVODEX.2-P10,EVODEX.2-P102,EVODEX.2-P109,EVODEX.2-P110,EVODEX.2-P138,EVODEX.2-P16,EVODEX.2-P19,EVODEX.2-P24,EVODEX.2-P25,EVODEX.2-P28,EVODEX.2-P31,EVODEX.2-P33,EVODEX.2-P64,EVODEX.2-P65,EVODEX.2-P716,EVODEX.2-P720,EVODEX.2-P761,EVODEX.2-P762,EVODEX.2-P768,EVODEX.2-P770,EVODEX.2-P771,EVODEX.2-P79,EVODEX.2-P828,EVODEX.2-P832,EVODEX.2-P862","{""H"": -2}"
EVODEX.2-M517,1.9679399999999987,"EVODEX.2-P5632,EVODEX.2-P5649,EVODEX.2-P5653,EVODEX.2-P5664,EVODEX.2-P5666","{""H"": -2, ""N"": -2, ""O"": 2}"
EVODEX.2-M53,13.979239999999999,"EVODEX.2-P134,EVODEX.2-P136,EVODEX.2-P215,EVODEX.2-P220,EVODEX.2-P238,EVODEX.2-P240,EVODEX.2-P242,EVODEX.2-P252","{""H"": -2, ""O"": 1}"
EVODEX.2-M7,-18.010559999999998,"EVODEX.2-P129,EVODEX.2-P132,EVODEX.2-P135,EVODEX.2-P183,EVODEX.2-P185,EVODEX.2-P186,EVODEX.2-P187,EVODEX.2-P191,EVODEX.2-P192,EVODEX.2-P197,EVODEX.2-P247,EVODEX.2-P3370,EVODEX.2-P3552,EVODEX.2-P3553,EVODEX.2-P3554,EVODEX.2-P3580,EVODEX.2-P3912,EVODEX.2-P3961,EVODEX.2-P4108,EVODEX.2-P4446,EVODEX.2-P4451,EVODEX.2-P4470,EVODEX.2-P4472,EVODEX.2-P4534,EVODEX.2-P4597,EVODEX.2-P4604,EVODEX.2-P4607,EVODEX.2-P4615,EVODEX.2-P4667,EVODEX.2-P4675,EVODEX.2-P4677,EVODEX.2-P5222,EVODEX.2-P5228,EVODEX.2-P5289,EVODEX.2-P5324,EVODEX.2-P5329,EVODEX.2-P5331,EVODEX.2-P5382,EVODEX.2-P5411,EVODEX.2-P5413,EVODEX.2-P5414,EVODEX.2-P5490,EVODEX.2-P5557,EVODEX.2-P5558,EVODEX.2-P5561,EVODEX.2-P5566,EVODEX.2-P5573,EVODEX.2-P586,EVODEX.2-P5931,EVODEX.2-P5932,EVODEX.2-P5933,EVODEX.2-P5956,EVODEX.2-P5957,EVODEX.2-P5958,EVODEX.2-P5960,EVODEX.2-P5963,EVODEX.2-P5969,EVODEX.2-P5972,EVODEX.2-P5999,EVODEX.2-P6001,EVODEX.2-P6002,EVODEX.2-P6004,EVODEX.2-P6035,EVODEX.2-P6050,EVODEX.2-P6124,EVODEX.2-P6145,EVODEX.2-P6153,EVODEX.2-P6169,EVODEX.2-P6233,EVODEX.2-P6445,EVODEX.2-P6464,EVODEX.2-P6473,EVODEX.2-P6474,EVODEX.2-P6494,EVODEX.2-P6502,EVODEX.2-P6846","{""H"": -2, ""O"": -1}"
EVODEX.2-M161,-97.96736,"EVODEX.2-P3708,EVODEX.2-P3735,EVODEX.2-P3737,EVODEX.2-P3738,EVODEX.2-P3743,EVODEX.2-P3746,EVODEX.2-P3748,EVODEX.2-P3749,EVODEX.2-P3751,EVODEX.2-P3756","{""H"": -2, ""O"": -4, ""S"": -1}"
EVODEX.2-M578,-159.93266,"EVODEX.2-P3132,EVODEX.2-P5704","{""H"": -2, ""O"": -6, ""P"": -2}"
EVODEX.2-M14,-17.02659,"EVODEX.2-P1366,EVODEX.2-P1368,EVODEX.2-P1369,EVODEX.2-P1855,EVODEX.2-P1869,EVODEX.2-P1871,EVODEX.2-P1873,EVODEX.2-P1883,EVODEX.2-P1884,EVODEX.2-P1886,EVODEX.2-P1888,EVODEX.2-P1890,EVODEX.2-P1891,EVODEX.2-P1892,EVODEX.2-P1893,EVODEX.2-P1895,EVODEX.2-P1899,EVODEX.2-P2261,EVODEX.2-P2266,EVODEX.2-P4040,EVODEX.2-P4912,EVODEX.2-P4927,EVODEX.2-P5199,EVODEX.2-P5202,EVODEX.2-P5375,EVODEX.2-P5423,EVODEX.2-P5552,EVODEX.2-P5582,EVODEX.2-P5587,EVODEX.2-P5593,EVODEX.2-P5594,EVODEX.2-P5601,EVODEX.2-P5606,EVODEX.2-P5607,EVODEX.2-P5611,EVODEX.2-P5613","{""H"": -3, ""N"": -1}"
EVODEX.2-M55,-1.0316899999999993,"EVODEX.2-P1009,EVODEX.2-P1067,EVODEX.2-P1128,EVODEX.2-P1140,EVODEX.2-P1161,EVODEX.2-P219,EVODEX.2-P2393,EVODEX.2-P2434,EVODEX.2-P2473,EVODEX.2-P2479,EVODEX.2-P2660,EVODEX.2-P5787,EVODEX.2-P932,EVODEX.2-P962,EVODEX.2-P964,EVODEX.2-P980","{""H"": -3, ""N"": -1, ""O"": 1}"
EVODEX.2-M520,-33.02149,"EVODEX.2-P5189,EVODEX.2-P5319,EVODEX.2-P5333,EVODEX.2-P5380,EVODEX.2-P5385","{""H"": -3, ""N"": -1, ""O"": -1}"
EVODEX.2-M15,-97.97689,"EVODEX.2-P1455,EVODEX.2-P1456,EVODEX.2-P1461,EVODEX.2-P1464,EVODEX.2-P1469,EVODEX.2-P1960,EVODEX.2-P2046,EVODEX.2-P2047,EVODEX.2-P2058,EVODEX.2-P2118,EVODEX.2-P2120,EVODEX.2-P2832,EVODEX.2-P2863,EVODEX.2-P3009,EVODEX.2-P3010,EVODEX.2-P3646,EVODEX.2-P3654,EVODEX.2-P3662,EVODEX.2-P3664,EVODEX.2-P3665,EVODEX.2-P3668,EVODEX.2-P3673,EVODEX.2-P3674,EVODEX.2-P3675,EVODEX.2-P3676,EVODEX.2-P3679,EVODEX.2-P3680,EVODEX.2-P3685,EVODEX.2-P3690,EVODEX.2-P3693,EVODEX.2-P3698,EVODEX.2-P3703,EVODEX.2-P3706,EVODEX.2-P3710,EVODEX.2-P3713,EVODEX.2-P5679","{""H"": -3, ""O"": -4, ""P"": -1}"
EVODEX.2-M600,-4.03132,EVODEX.2-P52,"{""H"": -4}"
EVODEX.2-M521,-256.90171999999995,"EVODEX.2-P2341,EVODEX.2-P2345,EVODEX.2-P2349,EVODEX.2-P2356,EVODEX.2-P2367","{""H"": -4, ""O"": -10, ""P"": -3}"
EVODEX.2-M11,-177.94322,"EVODEX.2-P2184,EVODEX.2-P2185,EVODEX.2-P2194,EVODEX.2-P2196,EVODEX.2-P2198,EVODEX.2-P2203,EVODEX.2-P2206,EVODEX.2-P2209,EVODEX.2-P2210,EVODEX.2-P2213,EVODEX.2-P2217,EVODEX.2-P2221,EVODEX.2-P2223,EVODEX.2-P2237,EVODEX.2-P2240,EVODEX.2-P2242,EVODEX.2-P2244,EVODEX.2-P2245,EVODEX.2-P2247,EVODEX.2-P2250,EVODEX.2-P2256,EVODEX.2-P2258,EVODEX.2-P2319,EVODEX.2-P2320,EVODEX.2-P2325,EVODEX.2-P2326,EVODEX.2-P2327,EVODEX.2-P2337,EVODEX.2-P2372,EVODEX.2-P2377,EVODEX.2-P2381,EVODEX.2-P246,EVODEX.2-P251,EVODEX.2-P3082,EVODEX.2-P3152,EVODEX.2-P3160,EVODEX.2-P3165,EVODEX.2-P3190,EVODEX.2-P3192,EVODEX.2-P3194,EVODEX.2-P3204,EVODEX.2-P3207,EVODEX.2-P3224,EVODEX.2-P3229,EVODEX.2-P3232,EVODEX.2-P3236,EVODEX.2-P5629,EVODEX.2-P5674,EVODEX.2-P5682,EVODEX.2-P6219,EVODEX.2-P6257,EVODEX.2-P6258,EVODEX.2-P6953,EVODEX.2-P6954","{""H"": -4, ""O"": -7, ""P"": -2}"
EVODEX.2-M82,-19.04225,"EVODEX.2-P1018,EVODEX.2-P1023,EVODEX.2-P1028,EVODEX.2-P1048,EVODEX.2-P1050,EVODEX.2-P1064,EVODEX.2-P1091,EVODEX.2-P1102,EVODEX.2-P1123,EVODEX.2-P1135,EVODEX.2-P1142,EVODEX.2-P1164,EVODEX.2-P1198,EVODEX.2-P987,EVODEX.2-P995","{""H"": -5, ""N"": -1}"
EVODEX.2-M5,15.9949,"EVODEX.2-P1014,EVODEX.2-P1043,EVODEX.2-P1051,EVODEX.2-P1061,EVODEX.2-P1072,EVODEX.2-P1078,EVODEX.2-P1127,EVODEX.2-P1130,EVODEX.2-P1134,EVODEX.2-P1146,EVODEX.2-P1159,EVODEX.2-P1166,EVODEX.2-P1167,EVODEX.2-P1175,EVODEX.2-P1188,EVODEX.2-P1190,EVODEX.2-P1192,EVODEX.2-P1196,EVODEX.2-P1220,EVODEX.2-P1231,EVODEX.2-P1243,EVODEX.2-P1247,EVODEX.2-P1258,EVODEX.2-P1285,EVODEX.2-P1289,EVODEX.2-P1296,EVODEX.2-P1299,EVODEX.2-P1301,EVODEX.2-P184,EVODEX.2-P188,EVODEX.2-P189,EVODEX.2-P194,EVODEX.2-P198,EVODEX.2-P199,EVODEX.2-P204,EVODEX.2-P211,EVODEX.2-P2506,EVODEX.2-P258,EVODEX.2-P264,EVODEX.2-P303,EVODEX.2-P311,EVODEX.2-P317,EVODEX.2-P325,EVODEX.2-P329,EVODEX.2-P3341,EVODEX.2-P336,EVODEX.2-P365,EVODEX.2-P367,EVODEX.2-P380,EVODEX.2-P400,EVODEX.2-P413,EVODEX.2-P414,EVODEX.2-P415,EVODEX.2-P429,EVODEX.2-P430,EVODEX.2-P431,EVODEX.2-P432,EVODEX.2-P439,EVODEX.2-P444,EVODEX.2-P448,EVODEX.2-P449,EVODEX.2-P459,EVODEX.2-P465,EVODEX.2-P490,EVODEX.2-P496,EVODEX.2-P498,EVODEX.2-P500,EVODEX.2-P505,EVODEX.2-P519,EVODEX.2-P523,EVODEX.2-P524,EVODEX.2-P525,EVODEX.2-P530,EVODEX.2-P535,EVODEX.2-P538,EVODEX.2-P539,EVODEX.2-P546,EVODEX.2-P552,EVODEX.2-P561,EVODEX.2-P567,EVODEX.2-P569,EVODEX.2-P570,EVODEX.2-P580,EVODEX.2-P582,EVODEX.2-P596,EVODEX.2-P611,EVODEX.2-P613,EVODEX.2-P616,EVODEX.2-P620,EVODEX.2-P621,EVODEX.2-P627,EVODEX.2-P630,EVODEX.2-P634,EVODEX.2-P645,EVODEX.2-P647,EVODEX.2-P656,EVODEX.2-P701,EVODEX.2-P711,EVODEX.2-P772,EVODEX.2-P779,EVODEX.2-P84,EVODEX.2-P939,EVODEX.2-P967,EVODEX.2-P990","{""O"": 1}"
EVODEX.2-M27,31.9898,"EVODEX.2-P200,EVODEX.2-P202,EVODEX.2-P203,EVODEX.2-P205,EVODEX.2-P207","{""O"": 2}"
EVODEX.2-M164,79.9568,"EVODEX.2-P3269,EVODEX.2-P3272,EVODEX.2-P3273,EVODEX.2-P3276,EVODEX.2-P3279,EVODEX.2-P3283,EVODEX.2-P3290,EVODEX.2-P3301,EVODEX.2-P3304,EVODEX.2-P3311","{""O"": 3, ""S"": 1}"
EVODEX.2-M9,-15.9949,"EVODEX.2-P1004,EVODEX.2-P1007,EVODEX.2-P1008,EVODEX.2-P1030,EVODEX.2-P1033,EVODEX.2-P1210,EVODEX.2-P1211,EVODEX.2-P1229,EVODEX.2-P1250,EVODEX.2-P1251,EVODEX.2-P171,EVODEX.2-P172,EVODEX.2-P263,EVODEX.2-P266,EVODEX.2-P267,EVODEX.2-P287,EVODEX.2-P289,EVODEX.2-P299,EVODEX.2-P305,EVODEX.2-P310,EVODEX.2-P324,EVODEX.2-P328,EVODEX.2-P333,EVODEX.2-P350,EVODEX.2-P362,EVODEX.2-P366,EVODEX.2-P384,EVODEX.2-P388,EVODEX.2-P394,EVODEX.2-P397,EVODEX.2-P398,EVODEX.2-P401,EVODEX.2-P405,EVODEX.2-P411,EVODEX.2-P412,EVODEX.2-P433,EVODEX.2-P436,EVODEX.2-P441,EVODEX.2-P453,EVODEX.2-P462,EVODEX.2-P467,EVODEX.2-P471,EVODEX.2-P474,EVODEX.2-P478,EVODEX.2-P488,EVODEX.2-P491,EVODEX.2-P495,EVODEX.2-P511,EVODEX.2-P515,EVODEX.2-P520,EVODEX.2-P532,EVODEX.2-P540,EVODEX.2-P543,EVODEX.2-P544,EVODEX.2-P573,EVODEX.2-P577,EVODEX.2-P578,EVODEX.2-P588,EVODEX.2-P604,EVODEX.2-P609,EVODEX.2-P612,EVODEX.2-P614,EVODEX.2-P615,EVODEX.2-P618,EVODEX.2-P619,EVODEX.2-P622,EVODEX.2-P625,EVODEX.2-P626,EVODEX.2-P628,EVODEX.2-P644,EVODEX.2-P646,EVODEX.2-P649,EVODEX.2-P654,EVODEX.2-P705,EVODEX.2-P706,EVODEX.2-P915,EVODEX.2-P931,EVODEX.2-P950,EVODEX.2-P985","{""O"": -1}"
EVODEX.2-M522,-79.9568,"EVODEX.2-P3284,EVODEX.2-P3286,EVODEX.2-P3289,EVODEX.2-P3297,EVODEX.2-P3298","{""O"": -3, ""S"": -1}"
