id,mass,sources,formula_diff
EVODEX.2-M259,56.02622,"EVODEX.2-P1509,EVODEX.2-P1597,EVODEX.2-P1614,EVODEX.2-P1717,EVODEX.2-P5404","{""C"": 3, ""H"": 4, ""O"": 1}"
EVODEX.2-M260,72.02112,"EVODEX.2-P1205,EVODEX.2-P1207,EVODEX.2-P1214,EVODEX.2-P1221,EVODEX.2-P1249","{""C"": 3, ""H"": 4, ""O"": 2}"
EVODEX.2-M43,88.01602,"EVODEX.2-P2304,EVODEX.2-P2408,EVODEX.2-P2409,EVODEX.2-P2410,EVODEX.2-P2433,EVODEX.2-P2469,EVODEX.2-P2474,EVODEX.2-P2475,EVODEX.2-P2580,EVODEX.2-P2676,EVODEX.2-P2795,EVODEX.2-P2922,EVODEX.2-P2925,EVODEX.2-P2929,EVODEX.2-P2933,EVODEX.2-P5808,EVODEX.2-P5878,EVODEX.2-P5918,EVODEX.2-P5919,EVODEX.2-P5927","{""C"": 3, ""H"": 4, ""O"": 3}"
EVODEX.2-M57,71.03715,"EVODEX.2-P3560,EVODEX.2-P4129,EVODEX.2-P4444,EVODEX.2-P6300,EVODEX.2-P6304,EVODEX.2-P6351,EVODEX.2-P6467,EVODEX.2-P6548,EVODEX.2-P6551,EVODEX.2-P6558,EVODEX.2-P6562,EVODEX.2-P6603,EVODEX.2-P6730,EVODEX.2-P6816,EVODEX.2-P6821","{""C"": 3, ""H"": 5, ""N"": 1, ""O"": 1}"
EVODEX.2-M261,103.00925,"EVODEX.2-P6487,EVODEX.2-P6488,EVODEX.2-P6808,EVODEX.2-P6872,EVODEX.2-P6918","{""C"": 3, ""H"": 5, ""N"": 1, ""O"": 1, ""S"": 1}"
EVODEX.2-M105,87.03205,"EVODEX.2-P2270,EVODEX.2-P2271,EVODEX.2-P2274,EVODEX.2-P2276,EVODEX.2-P5996,EVODEX.2-P6546,EVODEX.2-P6618,EVODEX.2-P6657,EVODEX.2-P6721,EVODEX.2-P6911","{""C"": 3, ""H"": 5, ""N"": 1, ""O"": 2}"
EVODEX.2-M262,90.03168,"EVODEX.2-P5846,EVODEX.2-P5851,EVODEX.2-P5855,EVODEX.2-P5871,EVODEX.2-P5876","{""C"": 3, ""H"": 6, ""O"": 3}"
EVODEX.2-M263,57.05791000000001,"EVODEX.2-P2188,EVODEX.2-P2190,EVODEX.2-P2216,EVODEX.2-P2232,EVODEX.2-P2233","{""C"": 3, ""H"": 7, ""N"": 1}"
EVODEX.2-M28,89.04771000000001,"EVODEX.2-P2415,EVODEX.2-P2418,EVODEX.2-P2423,EVODEX.2-P2432,EVODEX.2-P2497,EVODEX.2-P2501,EVODEX.2-P2503,EVODEX.2-P2560,EVODEX.2-P2651,EVODEX.2-P2675","{""C"": 3, ""H"": 7, ""N"": 1, ""O"": 2}"
EVODEX.2-M169,105.04261,"EVODEX.2-P2894,EVODEX.2-P3260,EVODEX.2-P3261,EVODEX.2-P3262,EVODEX.2-P3264","{""C"": 3, ""H"": 7, ""N"": 1, ""O"": 3}"
EVODEX.2-M179,169.99801,"EVODEX.2-P1719,EVODEX.2-P5849,EVODEX.2-P5858,EVODEX.2-P5859,EVODEX.2-P5863,EVODEX.2-P5867","{""C"": 3, ""H"": 7, ""O"": 6, ""P"": 1}"
EVODEX.2-M264,185.99291000000002,"EVODEX.2-P3047,EVODEX.2-P3048,EVODEX.2-P3049,EVODEX.2-P3050,EVODEX.2-P3051","{""C"": 3, ""H"": 7, ""O"": 7, ""P"": 1}"
EVODEX.2-M529,172.01367000000002,"EVODEX.2-P1580,EVODEX.2-P1581,EVODEX.2-P1583,EVODEX.2-P1672","{""C"": 3, ""H"": 9, ""O"": 6, ""P"": 1}"
EVODEX.2-M265,132.00582,"EVODEX.2-P2508,EVODEX.2-P2516,EVODEX.2-P2655,EVODEX.2-P2765,EVODEX.2-P2783","{""C"": 4, ""H"": 4, ""O"": 5}"
EVODEX.2-M266,131.02185,"EVODEX.2-P2441,EVODEX.2-P2443,EVODEX.2-P2450,EVODEX.2-P2451,EVODEX.2-P2600","{""C"": 4, ""H"": 5, ""N"": 1, ""O"": 4}"
EVODEX.2-M268,70.04187999999999,"EVODEX.2-P1621,EVODEX.2-P1822,EVODEX.2-P1823,EVODEX.2-P1824,EVODEX.2-P3602","{""C"": 4, ""H"": 6, ""O"": 1}"
EVODEX.2-M24,102.03168,"EVODEX.2-P2387,EVODEX.2-P2569,EVODEX.2-P2584,EVODEX.2-P2750,EVODEX.2-P2754,EVODEX.2-P3349,EVODEX.2-P3351,EVODEX.2-P3359,EVODEX.2-P3365,EVODEX.2-P3369","{""C"": 4, ""H"": 6, ""O"": 3}"
EVODEX.2-M269,118.02658,"EVODEX.2-P3316,EVODEX.2-P3327,EVODEX.2-P3329,EVODEX.2-P3330,EVODEX.2-P3331","{""C"": 4, ""H"": 6, ""O"": 4}"
EVODEX.2-M270,85.05281000000001,"EVODEX.2-P6435,EVODEX.2-P6471,EVODEX.2-P6476,EVODEX.2-P6521,EVODEX.2-P6915","{""C"": 4, ""H"": 7, ""N"": 1, ""O"": 1}"
EVODEX.2-M106,101.04771000000001,"EVODEX.2-P2283,EVODEX.2-P2292,EVODEX.2-P2296,EVODEX.2-P2298,EVODEX.2-P2302,EVODEX.2-P6452,EVODEX.2-P6619,EVODEX.2-P6695,EVODEX.2-P6727,EVODEX.2-P6812","{""C"": 4, ""H"": 7, ""N"": 1, ""O"": 2}"
EVODEX.2-M271,133.03751,"EVODEX.2-P2389,EVODEX.2-P2512,EVODEX.2-P2760,EVODEX.2-P2761,EVODEX.2-P2767","{""C"": 4, ""H"": 7, ""N"": 1, ""O"": 4}"
EVODEX.2-M273,846.66593,"EVODEX.2-P3248,EVODEX.2-P3250,EVODEX.2-P3254,EVODEX.2-P3258,EVODEX.2-P3259","{""C"": 55, ""H"": 91, ""O"": 4, ""P"": 1}"
EVODEX.2-M565,227.01950000000002,"EVODEX.2-P6228,EVODEX.2-P6244","{""C"": 5, ""H"": 10, ""N"": 1, ""O"": 7, ""P"": 1}"
EVODEX.2-M83,146.0692,"EVODEX.2-P2424,EVODEX.2-P2438,EVODEX.2-P2696,EVODEX.2-P2707,EVODEX.2-P2715","{""C"": 5, ""H"": 10, ""N"": 2, ""O"": 3}"
EVODEX.2-M170,117.07903,"EVODEX.2-P2505,EVODEX.2-P2539,EVODEX.2-P2546,EVODEX.2-P2574,EVODEX.2-P2710","{""C"": 5, ""H"": 11, ""N"": 1, ""O"": 2}"
EVODEX.2-M274,230.01913,"EVODEX.2-P2840,EVODEX.2-P2888,EVODEX.2-P3133,EVODEX.2-P3134,EVODEX.2-P3139","{""C"": 5, ""H"": 11, ""O"": 8, ""P"": 1}"
EVODEX.2-M543,82.04188,"EVODEX.2-P1628,EVODEX.2-P1633,EVODEX.2-P1634","{""C"": 5, ""H"": 6, ""O"": 1}"
EVODEX.2-M276,130.02658,"EVODEX.2-P2636,EVODEX.2-P2639,EVODEX.2-P2642,EVODEX.2-P2648,EVODEX.2-P2650","{""C"": 5, ""H"": 6, ""O"": 4}"
EVODEX.2-M58,146.02148,"EVODEX.2-P2394,EVODEX.2-P2406,EVODEX.2-P2407,EVODEX.2-P2412,EVODEX.2-P2436,EVODEX.2-P2490,EVODEX.2-P2509,EVODEX.2-P2520,EVODEX.2-P2553,EVODEX.2-P2565,EVODEX.2-P2661,EVODEX.2-P2688,EVODEX.2-P2740,EVODEX.2-P2785,EVODEX.2-P2793","{""C"": 5, ""H"": 6, ""O"": 5}"
EVODEX.2-M277,97.05281000000001,"EVODEX.2-P4114,EVODEX.2-P4128,EVODEX.2-P4132,EVODEX.2-P6707,EVODEX.2-P6712","{""C"": 5, ""H"": 7, ""N"": 1, ""O"": 1}"
EVODEX.2-M86,129.04261,"EVODEX.2-P1859,EVODEX.2-P1863,EVODEX.2-P1879,EVODEX.2-P6389,EVODEX.2-P6396,EVODEX.2-P6399,EVODEX.2-P6403,EVODEX.2-P6416,EVODEX.2-P6439,EVODEX.2-P6490","{""C"": 5, ""H"": 7, ""N"": 1, ""O"": 3}"
EVODEX.2-M278,145.03751,"EVODEX.2-P2459,EVODEX.2-P2462,EVODEX.2-P2667,EVODEX.2-P2670,EVODEX.2-P2703","{""C"": 5, ""H"": 7, ""N"": 1, ""O"": 4}"
EVODEX.2-M44,68.06264,"EVODEX.2-P2193,EVODEX.2-P2197,EVODEX.2-P2199,EVODEX.2-P2201,EVODEX.2-P2204,EVODEX.2-P2207,EVODEX.2-P2214,EVODEX.2-P2219,EVODEX.2-P2248,EVODEX.2-P2254,EVODEX.2-P2255,EVODEX.2-P2257,EVODEX.2-P2259,EVODEX.2-P2371,EVODEX.2-P2373,EVODEX.2-P2375,EVODEX.2-P2376,EVODEX.2-P2378,EVODEX.2-P2379,EVODEX.2-P2382","{""C"": 5, ""H"": 8}"
EVODEX.2-M280,128.05864,"EVODEX.2-P6565,EVODEX.2-P6641,EVODEX.2-P6645,EVODEX.2-P6649,EVODEX.2-P6886","{""C"": 5, ""H"": 8, ""N"": 2, ""O"": 2}"
EVODEX.2-M566,84.05754,"EVODEX.2-P1618,EVODEX.2-P1693","{""C"": 5, ""H"": 8, ""O"": 1}"
EVODEX.2-M281,116.04733999999999,"EVODEX.2-P2428,EVODEX.2-P2538,EVODEX.2-P2592,EVODEX.2-P2594,EVODEX.2-P2709","{""C"": 5, ""H"": 8, ""O"": 3}"
EVODEX.2-M282,148.01944,"EVODEX.2-P2494,EVODEX.2-P2597,EVODEX.2-P2681,EVODEX.2-P2682,EVODEX.2-P2684","{""C"": 5, ""H"": 8, ""O"": 3, ""S"": 1}"
EVODEX.2-M283,132.04224,"EVODEX.2-P2093,EVODEX.2-P2094,EVODEX.2-P2160,EVODEX.2-P2162,EVODEX.2-P2163","{""C"": 5, ""H"": 8, ""O"": 4}"
EVODEX.2-M284,99.06847,"EVODEX.2-P6597,EVODEX.2-P6692,EVODEX.2-P6728,EVODEX.2-P6771,EVODEX.2-P6792","{""C"": 5, ""H"": 9, ""N"": 1, ""O"": 1}"
EVODEX.2-M107,131.04057,"EVODEX.2-P6567,EVODEX.2-P6627,EVODEX.2-P6682,EVODEX.2-P6799,EVODEX.2-P6800,EVODEX.2-P6803,EVODEX.2-P6814,EVODEX.2-P6847,EVODEX.2-P6867,EVODEX.2-P6868","{""C"": 5, ""H"": 9, ""N"": 1, ""O"": 1, ""S"": 1}"
EVODEX.2-M36,147.05317,"EVODEX.2-P2396,EVODEX.2-P2401,EVODEX.2-P2403,EVODEX.2-P2405,EVODEX.2-P2486,EVODEX.2-P2488,EVODEX.2-P2489,EVODEX.2-P2495,EVODEX.2-P2576,EVODEX.2-P2599,EVODEX.2-P2653,EVODEX.2-P2677,EVODEX.2-P2685,EVODEX.2-P2699,EVODEX.2-P2792","{""C"": 5, ""H"": 9, ""N"": 1, ""O"": 4}"
EVODEX.2-M285,130.063,"EVODEX.2-P2437,EVODEX.2-P2581,EVODEX.2-P2596,EVODEX.2-P2624,EVODEX.2-P2633","{""C"": 6, ""H"": 10, ""O"": 3}"
EVODEX.2-M286,146.0579,"EVODEX.2-P2105,EVODEX.2-P2107,EVODEX.2-P2109,EVODEX.2-P2115,EVODEX.2-P2117","{""C"": 6, ""H"": 10, ""O"": 4}"
EVODEX.2-M45,162.0528,"EVODEX.2-P1964,EVODEX.2-P1981,EVODEX.2-P1992,EVODEX.2-P1994,EVODEX.2-P1997,EVODEX.2-P2007,EVODEX.2-P2008,EVODEX.2-P2011,EVODEX.2-P2015,EVODEX.2-P2039,EVODEX.2-P2041,EVODEX.2-P2045,EVODEX.2-P2048,EVODEX.2-P2072,EVODEX.2-P2076,EVODEX.2-P2124,EVODEX.2-P2125,EVODEX.2-P2130,EVODEX.2-P2131,EVODEX.2-P2133","{""C"": 6, ""H"": 10, ""O"": 5}"
EVODEX.2-M108,113.08413,"EVODEX.2-P5290,EVODEX.2-P5493,EVODEX.2-P6622,EVODEX.2-P6675,EVODEX.2-P6677,EVODEX.2-P6759,EVODEX.2-P6883,EVODEX.2-P6897,EVODEX.2-P6898,EVODEX.2-P6923","{""C"": 6, ""H"": 11, ""N"": 1, ""O"": 1}"
EVODEX.2-M287,148.07356,"EVODEX.2-P2913,EVODEX.2-P2915,EVODEX.2-P2917,EVODEX.2-P2918,EVODEX.2-P2919","{""C"": 6, ""H"": 12, ""O"": 4}"
EVODEX.2-M46,180.06336,"EVODEX.2-P2797,EVODEX.2-P2849,EVODEX.2-P2856,EVODEX.2-P2875,EVODEX.2-P2876,EVODEX.2-P2877,EVODEX.2-P2878,EVODEX.2-P2947,EVODEX.2-P2948,EVODEX.2-P2949,EVODEX.2-P2950,EVODEX.2-P2956,EVODEX.2-P2957,EVODEX.2-P2958,EVODEX.2-P2961,EVODEX.2-P3243,EVODEX.2-P3244,EVODEX.2-P3245,EVODEX.2-P3247,EVODEX.2-P3711","{""C"": 6, ""H"": 12, ""O"": 6}"
EVODEX.2-M84,131.09468999999999,"EVODEX.2-P2531,EVODEX.2-P2543,EVODEX.2-P2585,EVODEX.2-P2586,EVODEX.2-P2591,EVODEX.2-P2606,EVODEX.2-P2618,EVODEX.2-P2620,EVODEX.2-P2635,EVODEX.2-P2714","{""C"": 6, ""H"": 13, ""N"": 1, ""O"": 2}"
EVODEX.2-M288,244.03479000000002,"EVODEX.2-P3167,EVODEX.2-P3174,EVODEX.2-P3177,EVODEX.2-P3178,EVODEX.2-P3179","{""C"": 6, ""H"": 13, ""O"": 8, ""P"": 1}"
EVODEX.2-M59,260.02968999999996,"EVODEX.2-P2809,EVODEX.2-P2810,EVODEX.2-P2813,EVODEX.2-P2814,EVODEX.2-P2815,EVODEX.2-P2817,EVODEX.2-P2844,EVODEX.2-P2845,EVODEX.2-P2846,EVODEX.2-P3011,EVODEX.2-P3158,EVODEX.2-P3163,EVODEX.2-P3164,EVODEX.2-P3171,EVODEX.2-P3225","{""C"": 6, ""H"": 13, ""O"": 9, ""P"": 1}"
EVODEX.2-M289,120.03242,"EVODEX.2-P4110,EVODEX.2-P4442,EVODEX.2-P4598,EVODEX.2-P4627,EVODEX.2-P4740","{""C"": 6, ""H"": 4, ""N"": 2, ""O"": 1}"
EVODEX.2-M290,138.04298,"EVODEX.2-P4448,EVODEX.2-P4523,EVODEX.2-P4524,EVODEX.2-P4535,EVODEX.2-P4739","{""C"": 6, ""H"": 6, ""N"": 2, ""O"": 2}"
EVODEX.2-M109,137.05901,"EVODEX.2-P6292,EVODEX.2-P6295,EVODEX.2-P6636,EVODEX.2-P6775,EVODEX.2-P6836,EVODEX.2-P6848,EVODEX.2-P6854,EVODEX.2-P6860,EVODEX.2-P6864,EVODEX.2-P6878","{""C"": 6, ""H"": 7, ""N"": 3, ""O"": 1}"
EVODEX.2-M291,160.03714,"EVODEX.2-P2671,EVODEX.2-P2747,EVODEX.2-P2771,EVODEX.2-P2773,EVODEX.2-P2774","{""C"": 6, ""H"": 8, ""O"": 5}"
EVODEX.2-M110,176.03204,"EVODEX.2-P2018,EVODEX.2-P2019,EVODEX.2-P2023,EVODEX.2-P2024,EVODEX.2-P2027,EVODEX.2-P2028,EVODEX.2-P2029,EVODEX.2-P2030,EVODEX.2-P2042,EVODEX.2-P2043","{""C"": 6, ""H"": 8, ""O"": 6}"
EVODEX.2-M292,143.04057,"EVODEX.2-P2942,EVODEX.2-P2943,EVODEX.2-P2944,EVODEX.2-P2945,EVODEX.2-P2946","{""C"": 6, ""H"": 9, ""N"": 1, ""O"": 1, ""S"": 1}"
EVODEX.2-M87,155.06957,"EVODEX.2-P2425,EVODEX.2-P2504,EVODEX.2-P2551,EVODEX.2-P2694,EVODEX.2-P2763","{""C"": 6, ""H"": 9, ""N"": 3, ""O"": 2}"
EVODEX.2-M293,127.14750999999998,"EVODEX.2-P5487,EVODEX.2-P6264,EVODEX.2-P6272,EVODEX.2-P6275,EVODEX.2-P6278","{""C"": 7, ""H"": 17, ""N"": 3, ""O"": -1}"
EVODEX.2-M294,164.02222,"EVODEX.2-P3559,EVODEX.2-P4452,EVODEX.2-P4454,EVODEX.2-P4473,EVODEX.2-P5207","{""C"": 7, ""H"": 4, ""N"": 2, ""O"": 3}"
EVODEX.2-M111,104.02622,"EVODEX.2-P1544,EVODEX.2-P1546,EVODEX.2-P1665,EVODEX.2-P1667,EVODEX.2-P1669,EVODEX.2-P1671,EVODEX.2-P1773,EVODEX.2-P1847,EVODEX.2-P5491,EVODEX.2-P5492","{""C"": 7, ""H"": 4, ""O"": 1}"
EVODEX.2-M295,182.03278,"EVODEX.2-P3555,EVODEX.2-P4453,EVODEX.2-P4458,EVODEX.2-P4474,EVODEX.2-P4477","{""C"": 7, ""H"": 6, ""N"": 2, ""O"": 4}"
EVODEX.2-M296,108.05754,"EVODEX.2-P4117,EVODEX.2-P4118,EVODEX.2-P4127,EVODEX.2-P4134,EVODEX.2-P4136","{""C"": 7, ""H"": 8, ""O"": 1}"
EVODEX.2-M297,198.0464,"EVODEX.2-P3565,EVODEX.2-P5195,EVODEX.2-P5212,EVODEX.2-P5214,EVODEX.2-P5219","{""C"": 8, ""H"": 10, ""N"": 2, ""O"": 2, ""S"": 1}"
EVODEX.2-M299,216.05696,"EVODEX.2-P3566,EVODEX.2-P5197,EVODEX.2-P5215,EVODEX.2-P5218,EVODEX.2-P5220","{""C"": 8, ""H"": 12, ""N"": 2, ""O"": 3, ""S"": 1}"
EVODEX.2-M300,232.05186,"EVODEX.2-P6509,EVODEX.2-P6511,EVODEX.2-P6513,EVODEX.2-P6517,EVODEX.2-P6518","{""C"": 8, ""H"": 12, ""N"": 2, ""O"": 4, ""S"": 1}"
EVODEX.2-M301,203.07939,"EVODEX.2-P1998,EVODEX.2-P2002,EVODEX.2-P2061,EVODEX.2-P2085,EVODEX.2-P2121","{""C"": 8, ""H"": 13, ""N"": 1, ""O"": 5}"
EVODEX.2-M303,118.04188,"EVODEX.2-P1567,EVODEX.2-P5201,EVODEX.2-P5203,EVODEX.2-P5211,EVODEX.2-P5223","{""C"": 8, ""H"": 6, ""O"": 1}"
EVODEX.2-M85,165.07903,"EVODEX.2-P2536,EVODEX.2-P2656,EVODEX.2-P2686,EVODEX.2-P2735,EVODEX.2-P2738","{""C"": 9, ""H"": 11, ""N"": 1, ""O"": 2}"
EVODEX.2-M112,181.07393,"EVODEX.2-P2446,EVODEX.2-P2517,EVODEX.2-P2625,EVODEX.2-P2659,EVODEX.2-P2702","{""C"": 9, ""H"": 11, ""N"": 1, ""O"": 3}"
EVODEX.2-M113,305.04135999999994,"EVODEX.2-P3155,EVODEX.2-P3168,EVODEX.2-P3188,EVODEX.2-P3189,EVODEX.2-P3191,EVODEX.2-P3221,EVODEX.2-P3228,EVODEX.2-P3237,EVODEX.2-P3238,EVODEX.2-P3239","{""C"": 9, ""H"": 12, ""N"": 3, ""O"": 7, ""P"": 1}"
EVODEX.2-M304,324.03589,"EVODEX.2-P3087,EVODEX.2-P3088,EVODEX.2-P3090,EVODEX.2-P3252,EVODEX.2-P3253","{""C"": 9, ""H"": 13, ""N"": 2, ""O"": 9, ""P"": 1}"
EVODEX.2-M305,227.09069,"EVODEX.2-P2821,EVODEX.2-P2833,EVODEX.2-P2835,EVODEX.2-P2837,EVODEX.2-P2975","{""C"": 9, ""H"": 13, ""N"": 3, ""O"": 4}"
EVODEX.2-M306,323.05192,"EVODEX.2-P2937,EVODEX.2-P2940,EVODEX.2-P3092,EVODEX.2-P3093,EVODEX.2-P3094","{""C"": 9, ""H"": 14, ""N"": 3, ""O"": 8, ""P"": 1}"
EVODEX.2-M307,146.03678,"EVODEX.2-P1553,EVODEX.2-P1570,EVODEX.2-P1681,EVODEX.2-P1685,EVODEX.2-P3594","{""C"": 9, ""H"": 6, ""O"": 2}"
EVODEX.2-M114,162.03168,"EVODEX.2-P1512,EVODEX.2-P1517,EVODEX.2-P1525,EVODEX.2-P1526,EVODEX.2-P1556,EVODEX.2-P1561,EVODEX.2-P1564,EVODEX.2-P1584,EVODEX.2-P1683,EVODEX.2-P3593","{""C"": 9, ""H"": 6, ""O"": 3}"
EVODEX.2-M309,164.04734,"EVODEX.2-P2439,EVODEX.2-P2542,EVODEX.2-P2721,EVODEX.2-P2736,EVODEX.2-P2739","{""C"": 9, ""H"": 8, ""O"": 3}"
EVODEX.2-M115,147.06847,"EVODEX.2-P4449,EVODEX.2-P5494,EVODEX.2-P6609,EVODEX.2-P6614,EVODEX.2-P6667,EVODEX.2-P6670,EVODEX.2-P6673,EVODEX.2-P6681,EVODEX.2-P6685,EVODEX.2-P6823","{""C"": 9, ""H"": 9, ""N"": 1, ""O"": 1}"
EVODEX.2-M310,163.06337,"EVODEX.2-P6506,EVODEX.2-P6777,EVODEX.2-P6785,EVODEX.2-P6789,EVODEX.2-P6839","{""C"": 9, ""H"": 9, ""N"": 1, ""O"": 2}"
EVODEX.2-M311,-1461.24535,"EVODEX.2-P1971,EVODEX.2-P1972,EVODEX.2-P1976,EVODEX.2-P1977,EVODEX.2-P1978","{""C"": -100, ""H"": -165, ""O"": -4, ""P"": -1}"
EVODEX.2-M312,-211.02452,"EVODEX.2-P4006,EVODEX.2-P4243,EVODEX.2-P4762,EVODEX.2-P4924,EVODEX.2-P4931","{""C"": -10, ""F"": -3, ""H"": -4, ""N"": -1, ""O"": -1}"
EVODEX.2-M313,-229.03508,"EVODEX.2-P4730,EVODEX.2-P4874,EVODEX.2-P4914,EVODEX.2-P4923,EVODEX.2-P4930","{""C"": -10, ""F"": -3, ""H"": -6, ""N"": -1, ""O"": -2}"
EVODEX.2-M314,-161.08413,"EVODEX.2-P4157,EVODEX.2-P4248,EVODEX.2-P4513,EVODEX.2-P4712,EVODEX.2-P4814","{""C"": -10, ""H"": -11, ""N"": -1, ""O"": -1}"
EVODEX.2-M116,-329.05266,"EVODEX.2-P3153,EVODEX.2-P3172,EVODEX.2-P3180,EVODEX.2-P3181,EVODEX.2-P5697","{""C"": -10, ""H"": -12, ""N"": -5, ""O"": -6, ""P"": -1}"
EVODEX.2-M117,-345.04756,"EVODEX.2-P3159,EVODEX.2-P3197,EVODEX.2-P3218,EVODEX.2-P3220,EVODEX.2-P5676","{""C"": -10, ""H"": -12, ""N"": -5, ""O"": -7, ""P"": -1}"
EVODEX.2-M315,-267.09689,"EVODEX.2-P2828,EVODEX.2-P2829,EVODEX.2-P2864,EVODEX.2-P2964,EVODEX.2-P3029","{""C"": -10, ""H"": -13, ""N"": -5, ""O"": -4}"
EVODEX.2-M60,-409.01899,"EVODEX.2-P245,EVODEX.2-P2870,EVODEX.2-P3112,EVODEX.2-P3216,EVODEX.2-P5695","{""C"": -10, ""H"": -13, ""N"": -5, ""O"": -9, ""P"": -2}"
EVODEX.2-M317,-428.01352,"EVODEX.2-P2799,EVODEX.2-P2816,EVODEX.2-P2881,EVODEX.2-P2909,EVODEX.2-P2967","{""C"": -10, ""H"": -14, ""N"": -4, ""O"": -11, ""P"": -2}"
EVODEX.2-M318,-331.06831999999997,"EVODEX.2-P2982,EVODEX.2-P3145,EVODEX.2-P3147,EVODEX.2-P3148,EVODEX.2-P3149","{""C"": -10, ""H"": -14, ""N"": -5, ""O"": -6, ""P"": -1}"
EVODEX.2-M31,-347.06322,"EVODEX.2-P2848,EVODEX.2-P2852,EVODEX.2-P2869,EVODEX.2-P2886,EVODEX.2-P2981,EVODEX.2-P3107,EVODEX.2-P3108,EVODEX.2-P3111,EVODEX.2-P3120,EVODEX.2-P3150,EVODEX.2-P3208,EVODEX.2-P3268,EVODEX.2-P5675,EVODEX.2-P5680,EVODEX.2-P5709","{""C"": -10, ""H"": -14, ""N"": -5, ""O"": -7, ""P"": -1}"
EVODEX.2-M319,-363.05812,"EVODEX.2-P2842,EVODEX.2-P2843,EVODEX.2-P2891,EVODEX.2-P3143,EVODEX.2-P5678","{""C"": -10, ""H"": -14, ""N"": -5, ""O"": -8, ""P"": -1}"
EVODEX.2-M13,-427.02955000000003,"EVODEX.2-P2049,EVODEX.2-P2050,EVODEX.2-P2052,EVODEX.2-P2062,EVODEX.2-P2074,EVODEX.2-P2803,EVODEX.2-P2858,EVODEX.2-P2859,EVODEX.2-P2860,EVODEX.2-P2865,EVODEX.2-P2873,EVODEX.2-P2885,EVODEX.2-P2897,EVODEX.2-P2911,EVODEX.2-P2912,EVODEX.2-P2916,EVODEX.2-P2938,EVODEX.2-P2966,EVODEX.2-P2973,EVODEX.2-P3015,EVODEX.2-P3018,EVODEX.2-P3019,EVODEX.2-P3021,EVODEX.2-P3025,EVODEX.2-P3032,EVODEX.2-P3056,EVODEX.2-P3064,EVODEX.2-P3070,EVODEX.2-P3072,EVODEX.2-P3086,EVODEX.2-P3100,EVODEX.2-P3101,EVODEX.2-P3126,EVODEX.2-P3129,EVODEX.2-P3271,EVODEX.2-P3275,EVODEX.2-P3277,EVODEX.2-P3281,EVODEX.2-P3296,EVODEX.2-P3302,EVODEX.2-P3305,EVODEX.2-P3307,EVODEX.2-P3309,EVODEX.2-P3313,EVODEX.2-P6950","{""C"": -10, ""H"": -15, ""N"": -5, ""O"": -10, ""P"": -2}"
EVODEX.2-M32,-443.02445,"EVODEX.2-P2060,EVODEX.2-P2075,EVODEX.2-P2101,EVODEX.2-P2103,EVODEX.2-P2106,EVODEX.2-P2108,EVODEX.2-P2116,EVODEX.2-P2123,EVODEX.2-P2127,EVODEX.2-P2129,EVODEX.2-P2857,EVODEX.2-P2871,EVODEX.2-P2872,EVODEX.2-P2874,EVODEX.2-P2972,EVODEX.2-P3084,EVODEX.2-P3115,EVODEX.2-P3117,EVODEX.2-P3118,EVODEX.2-P3121","{""C"": -10, ""H"": -15, ""N"": -5, ""O"": -11, ""P"": -2}"
EVODEX.2-M118,-411.03465,"EVODEX.2-P2798,EVODEX.2-P2804,EVODEX.2-P2853,EVODEX.2-P2895,EVODEX.2-P2939,EVODEX.2-P3089,EVODEX.2-P3114,EVODEX.2-P3122,EVODEX.2-P3123,EVODEX.2-P3124","{""C"": -10, ""H"": -15, ""N"": -5, ""O"": -9, ""P"": -2}"
EVODEX.2-M119,-402.02298,"EVODEX.2-P2057,EVODEX.2-P2063,EVODEX.2-P2071,EVODEX.2-P2073,EVODEX.2-P2161,EVODEX.2-P2800,EVODEX.2-P2907,EVODEX.2-P2914,EVODEX.2-P2974,EVODEX.2-P2976","{""C"": -10, ""H"": -16, ""N"": -2, ""O"": -11, ""P"": -2}"
EVODEX.2-M320,-158.03678,"EVODEX.2-P3830,EVODEX.2-P3864,EVODEX.2-P3867,EVODEX.2-P3871,EVODEX.2-P3896","{""C"": -10, ""H"": -6, ""O"": -2}"
EVODEX.2-M321,-125.06300999999999,"EVODEX.2-P3516,EVODEX.2-P4220,EVODEX.2-P4231,EVODEX.2-P4244,EVODEX.2-P4852","{""C"": -10, ""H"": -7, ""N"": -1, ""O"": 1}"
EVODEX.2-M322,-157.05281,"EVODEX.2-P4036,EVODEX.2-P4838,EVODEX.2-P4849,EVODEX.2-P5115,EVODEX.2-P5188","{""C"": -10, ""H"": -7, ""N"": -1, ""O"": -1}"
EVODEX.2-M120,-144.05754,"EVODEX.2-P3410,EVODEX.2-P3416,EVODEX.2-P3418,EVODEX.2-P3419,EVODEX.2-P3444,EVODEX.2-P3446,EVODEX.2-P3521,EVODEX.2-P3905,EVODEX.2-P3949,EVODEX.2-P4593","{""C"": -10, ""H"": -8, ""O"": -1}"
EVODEX.2-M121,-176.04734,"EVODEX.2-P1557,EVODEX.2-P3392,EVODEX.2-P3408,EVODEX.2-P3411,EVODEX.2-P3412,EVODEX.2-P3452,EVODEX.2-P3588,EVODEX.2-P3590,EVODEX.2-P3592,EVODEX.2-P3599","{""C"": -10, ""H"": -8, ""O"": -3}"
