id,label,id_label,color
331,LSX Sall3 Lmo1 Gaba_1,0331 LSX Sall3 Lmo1 Gaba_1,#A8FF00
332,LSX Sall3 Lmo1 Gaba_2,0332 LSX Sall3 Lmo1 Gaba_2,#CC002F
333,LSX Sall3 Lmo1 Gaba_3,0333 LSX Sall3 Lmo1 Gaba_3,#C17ACC
334,LSX Sall3 Lmo1 Gaba_4,0334 LSX Sall3 Lmo1 Gaba_4,#AE1FCC
335,LSX Sall3 Lmo1 Gaba_5,0335 LSX Sall3 Lmo1 Gaba_5,#641799
336,LSX Sall3 Lmo1 Gaba_6,0336 LSX Sall3 Lmo1 Gaba_6,#B91FCC
337,MEA-BST Sox6 Gaba_1,0337 MEA-BST Sox6 Gaba_1,#7ACCCC
338,MEA-BST Sox6 Gaba_2,0338 MEA-BST Sox6 Gaba_2,#3DCC00
339,MEA-BST Sox6 Gaba_3,0339 MEA-BST Sox6 Gaba_3,#FF2642
340,MEA-BST Sox6 Gaba_4,0340 MEA-BST Sox6 Gaba_4,#3D6664
341,MEA-BST Sox6 Gaba_5,0341 MEA-BST Sox6 Gaba_5,#831FCC
342,MEA-BST Sox6 Gaba_6,0342 MEA-BST Sox6 Gaba_6,#855C99
343,MEA-BST Sox6 Gaba_7,0343 MEA-BST Sox6 Gaba_7,#4DAAFF
344,MEA-BST Sox6 Gaba_8,0344 MEA-BST Sox6 Gaba_8,#CC9100
345,MEA-BST Sox6 Gaba_9,0345 MEA-BST Sox6 Gaba_9,#8F9900
346,MEA-BST Sox6 Gaba_10,0346 MEA-BST Sox6 Gaba_10,#FF73AD
347,MEA-BST Lhx6 Sp9 Gaba_1,0347 MEA-BST Lhx6 Sp9 Gaba_1,#CCBF5C
348,MEA-BST Lhx6 Sp9 Gaba_2,0348 MEA-BST Lhx6 Sp9 Gaba_2,#4DFF55
349,MEA-BST Lhx6 Sp9 Gaba_3,0349 MEA-BST Lhx6 Sp9 Gaba_3,#665B3D
350,MEA-BST Lhx6 Sp9 Gaba_4,0350 MEA-BST Lhx6 Sp9 Gaba_4,#1FCC87
351,MEA-BST Lhx6 Sp9 Gaba_5,0351 MEA-BST Lhx6 Sp9 Gaba_5,#26FFBA
352,MEA-BST Lhx6 Sp9 Gaba_6,0352 MEA-BST Lhx6 Sp9 Gaba_6,#FFCA00
353,MEA-BST Lhx6 Sp9 Gaba_7,0353 MEA-BST Lhx6 Sp9 Gaba_7,#CC1F43
354,MEA-BST Lhx6 Nr2e1 Gaba_1,0354 MEA-BST Lhx6 Nr2e1 Gaba_1,#A04DFF
355,MEA-BST Lhx6 Nr2e1 Gaba_2,0355 MEA-BST Lhx6 Nr2e1 Gaba_2,#995C6A
356,MEA-BST Lhx6 Nr2e1 Gaba_3,0356 MEA-BST Lhx6 Nr2e1 Gaba_3,#FFCE4D
357,MEA-BST Lhx6 Nfib Gaba_1,0357 MEA-BST Lhx6 Nfib Gaba_1,#3D6656
358,MEA-BST Lhx6 Nfib Gaba_2,0358 MEA-BST Lhx6 Nfib Gaba_2,#96995C
359,MEA-BST Lhx6 Nfib Gaba_3,0359 MEA-BST Lhx6 Nfib Gaba_3,#FF3026
360,MEA-BST Lhx6 Nfib Gaba_4,0360 MEA-BST Lhx6 Nfib Gaba_4,#A400FF
361,MEA-BST Lhx6 Nfib Gaba_5,0361 MEA-BST Lhx6 Nfib Gaba_5,#3D6644
362,MEA-BST Lhx6 Nfib Gaba_6,0362 MEA-BST Lhx6 Nfib Gaba_6,#6F26FF
363,CEA-BST Gal Avp Gaba_1,0363 CEA-BST Gal Avp Gaba_1,#270099
364,SI-MA-ACB Ebf1 Bnc2 Gaba_1,0364 SI-MA-ACB Ebf1 Bnc2 Gaba_1,#99001F
365,SI-MA-ACB Ebf1 Bnc2 Gaba_2,0365 SI-MA-ACB Ebf1 Bnc2 Gaba_2,#664E00
366,SI-MA-ACB Ebf1 Bnc2 Gaba_3,0366 SI-MA-ACB Ebf1 Bnc2 Gaba_3,#38662E
367,CEA-BST Six3 Cyp26b1 Gaba_1,0367 CEA-BST Six3 Cyp26b1 Gaba_1,#660F30
368,CEA-BST Six3 Cyp26b1 Gaba_2,0368 CEA-BST Six3 Cyp26b1 Gaba_2,#FF934D
369,CEA-BST Six3 Cyp26b1 Gaba_3,0369 CEA-BST Six3 Cyp26b1 Gaba_3,#27CC00
370,CEA-BST Six3 Cyp26b1 Gaba_4,0370 CEA-BST Six3 Cyp26b1 Gaba_4,#99F7FF
371,CEA-BST Six3 Cyp26b1 Gaba_5,0371 CEA-BST Six3 Cyp26b1 Gaba_5,#76992E
372,CEA-BST Six3 Cyp26b1 Gaba_6,0372 CEA-BST Six3 Cyp26b1 Gaba_6,#336600
373,CEA-AAA-BST Six3 Sp9 Gaba_1,0373 CEA-AAA-BST Six3 Sp9 Gaba_1,#81CC00
374,CEA-AAA-BST Six3 Sp9 Gaba_2,0374 CEA-AAA-BST Six3 Sp9 Gaba_2,#57662E
375,CEA-AAA-BST Six3 Sp9 Gaba_3,0375 CEA-AAA-BST Six3 Sp9 Gaba_3,#D673FF
376,CEA-AAA-BST Six3 Sp9 Gaba_4,0376 CEA-AAA-BST Six3 Sp9 Gaba_4,#00CC81
377,CEA-AAA-BST Six3 Sp9 Gaba_5,0377 CEA-AAA-BST Six3 Sp9 Gaba_5,#00FF11
378,CEA-AAA-BST Six3 Sp9 Gaba_6,0378 CEA-AAA-BST Six3 Sp9 Gaba_6,#CC511F
379,CEA-AAA-BST Six3 Sp9 Gaba_7,0379 CEA-AAA-BST Six3 Sp9 Gaba_7,#0093CC
380,CEA-AAA-BST Six3 Sp9 Gaba_8,0380 CEA-AAA-BST Six3 Sp9 Gaba_8,#994575
381,ACB-BST-FS D1 Gaba_1,0381 ACB-BST-FS D1 Gaba_1,#1F664F
382,ACB-BST-FS D1 Gaba_2,0382 ACB-BST-FS D1 Gaba_2,#FFFB73
383,ACB-BST-FS D1 Gaba_3,0383 ACB-BST-FS D1 Gaba_3,#469917
384,CEA-BST Ebf1 Pdyn Gaba_1,0384 CEA-BST Ebf1 Pdyn Gaba_1,#005E66
385,CEA-BST Ebf1 Pdyn Gaba_2,0385 CEA-BST Ebf1 Pdyn Gaba_2,#FFD726
386,CEA-BST Ebf1 Pdyn Gaba_3,0386 CEA-BST Ebf1 Pdyn Gaba_3,#269DFF
387,CEA-BST Ebf1 Pdyn Gaba_4,0387 CEA-BST Ebf1 Pdyn Gaba_4,#BAFF4D
388,CEA-BST Ebf1 Pdyn Gaba_5,0388 CEA-BST Ebf1 Pdyn Gaba_5,#1FCC61
389,CEA-BST Ebf1 Pdyn Gaba_6,0389 CEA-BST Ebf1 Pdyn Gaba_6,#66491F
390,CEA-BST Ebf1 Pdyn Gaba_7,0390 CEA-BST Ebf1 Pdyn Gaba_7,#2D661F
391,CEA-BST Ebf1 Pdyn Gaba_8,0391 CEA-BST Ebf1 Pdyn Gaba_8,#0051FF
392,CEA-BST Rai14 Pdyn Crh Gaba_1,0392 CEA-BST Rai14 Pdyn Crh Gaba_1,#CC987A
393,CEA-BST Rai14 Pdyn Crh Gaba_2,0393 CEA-BST Rai14 Pdyn Crh Gaba_2,#C4FF00
394,BST-SI-AAA Six3 Slc22a3 Gaba_1,0394 BST-SI-AAA Six3 Slc22a3 Gaba_1,#73FFBA
395,BST-SI-AAA Six3 Slc22a3 Gaba_2,0395 BST-SI-AAA Six3 Slc22a3 Gaba_2,#660F26
396,SI-MPO-LPO Lhx8 Gaba_1,0396 SI-MPO-LPO Lhx8 Gaba_1,#FA99FF
397,SI-MPO-LPO Lhx8 Gaba_2,0397 SI-MPO-LPO Lhx8 Gaba_2,#664A0F
398,SI-MPO-LPO Lhx8 Gaba_3,0398 SI-MPO-LPO Lhx8 Gaba_3,#994591
399,SI-MPO-LPO Lhx8 Gaba_4,0399 SI-MPO-LPO Lhx8 Gaba_4,#998200
400,SI-MPO-LPO Lhx8 Gaba_5,0400 SI-MPO-LPO Lhx8 Gaba_5,#006ECC
401,SI-MPO-LPO Lhx8 Gaba_6,0401 SI-MPO-LPO Lhx8 Gaba_6,#612E66
402,MPO-ADP Lhx8 Gaba_1,0402 MPO-ADP Lhx8 Gaba_1,#FCFF00
403,MPO-ADP Lhx8 Gaba_2,0403 MPO-ADP Lhx8 Gaba_2,#FFE24D
404,MPO-ADP Lhx8 Gaba_3,0404 MPO-ADP Lhx8 Gaba_3,#6E995C
405,MPO-ADP Lhx8 Gaba_4,0405 MPO-ADP Lhx8 Gaba_4,#003DFF
406,MPO-ADP Lhx8 Gaba_5,0406 MPO-ADP Lhx8 Gaba_5,#FF0042
407,MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1,0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1,#FF738E
408,MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2,0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2,#99BFFF
409,BST Tac2 Gaba_1,0409 BST Tac2 Gaba_1,#CC3DC6
410,BST Tac2 Gaba_2,0410 BST Tac2 Gaba_2,#7E9900
411,PVR Six3 Sox3 Gaba_1,0411 PVR Six3 Sox3 Gaba_1,#5C996B
412,PVR Six3 Sox3 Gaba_2,0412 PVR Six3 Sox3 Gaba_2,#6C00FF
413,PVR Six3 Sox3 Gaba_3,0413 PVR Six3 Sox3 Gaba_3,#AB99FF
414,PVR Six3 Sox3 Gaba_4,0414 PVR Six3 Sox3 Gaba_4,#5C8399
415,PVR Six3 Sox3 Gaba_5,0415 PVR Six3 Sox3 Gaba_5,#FF4DFC
416,PVR Six3 Sox3 Gaba_6,0416 PVR Six3 Sox3 Gaba_6,#459958
417,PVR Six3 Sox3 Gaba_7,0417 PVR Six3 Sox3 Gaba_7,#4B9900
418,PVR Six3 Sox3 Gaba_8,0418 PVR Six3 Sox3 Gaba_8,#160099
419,PVR Six3 Sox3 Gaba_9,0419 PVR Six3 Sox3 Gaba_9,#662C00
420,BST-MPN Six3 Nrgn Gaba_1,0420 BST-MPN Six3 Nrgn Gaba_1,#456A99
421,BST-MPN Six3 Nrgn Gaba_2,0421 BST-MPN Six3 Nrgn Gaba_2,#661F28
422,BST-MPN Six3 Nrgn Gaba_3,0422 BST-MPN Six3 Nrgn Gaba_3,#009299
423,BST-MPN Six3 Nrgn Gaba_4,0423 BST-MPN Six3 Nrgn Gaba_4,#CE26FF
424,BST-MPN Six3 Nrgn Gaba_5,0424 BST-MPN Six3 Nrgn Gaba_5,#5CCC98
425,BST-MPN Six3 Nrgn Gaba_6,0425 BST-MPN Six3 Nrgn Gaba_6,#179969
426,BST-MPN Six3 Nrgn Gaba_7,0426 BST-MPN Six3 Nrgn Gaba_7,#0091FF
427,ARH-PVi Six6 Dopa-Gaba_1,0427 ARH-PVi Six6 Dopa-Gaba_1,#5CC2CC
428,ARH-PVi Six6 Dopa-Gaba_2,0428 ARH-PVi Six6 Dopa-Gaba_2,#663800
429,TMv-PMv Tbx3 Hist-Gaba_1,0429 TMv-PMv Tbx3 Hist-Gaba_1,#3D661F
430,TMv-PMv Tbx3 Hist-Gaba_2,0430 TMv-PMv Tbx3 Hist-Gaba_2,#2D1799
431,RT-ZI Gnb3 Gaba_1,0431 RT-ZI Gnb3 Gaba_1,#99FFFC
432,RT-ZI Gnb3 Gaba_2,0432 RT-ZI Gnb3 Gaba_2,#93FF4D
433,RT-ZI Gnb3 Gaba_3,0433 RT-ZI Gnb3 Gaba_3,#29CC1F
434,RT-ZI Gnb3 Gaba_4,0434 RT-ZI Gnb3 Gaba_4,#179930
435,RT-ZI Gnb3 Gaba_5,0435 RT-ZI Gnb3 Gaba_5,#90995C
436,SCH Six6 Cdc14a Gaba_1,0436 SCH Six6 Cdc14a Gaba_1,#00FF8D
437,SCH Six6 Cdc14a Gaba_2,0437 SCH Six6 Cdc14a Gaba_2,#66110F
438,SCH Six6 Cdc14a Gaba_3,0438 SCH Six6 Cdc14a Gaba_3,#961FCC
439,DMH Prdm13 Gaba_1,0439 DMH Prdm13 Gaba_1,#FF73EA
440,DMH Prdm13 Gaba_2,0440 DMH Prdm13 Gaba_2,#75995C
441,PVHd Gsc Gaba_1,0441 PVHd Gsc Gaba_1,#854599
442,PVHd-SBPV Six3 Prox1 Gaba_1,0442 PVHd-SBPV Six3 Prox1 Gaba_1,#9D7ACC
443,PVHd-SBPV Six3 Prox1 Gaba_2,0443 PVHd-SBPV Six3 Prox1 Gaba_2,#35661F
444,PVHd-SBPV Six3 Prox1 Gaba_3,0444 PVHd-SBPV Six3 Prox1 Gaba_3,#661F47
445,PVHd-SBPV Six3 Prox1 Gaba_4,0445 PVHd-SBPV Six3 Prox1 Gaba_4,#48663D
446,AHN-SBPV-PVHd Pdrm12 Gaba_1,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,#569945
447,AHN-SBPV-PVHd Pdrm12 Gaba_2,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,#CCA17A
448,AHN-SBPV-PVHd Pdrm12 Gaba_3,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,#99FFDA
449,AHN-SBPV-PVHd Pdrm12 Gaba_4,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,#CC5C6E
450,AHN-SBPV-PVHd Pdrm12 Gaba_5,0450 AHN-SBPV-PVHd Pdrm12 Gaba_5,#660012
451,AHN-SBPV-PVHd Pdrm12 Gaba_6,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,#73FFAB
452,AHN-SBPV-PVHd Pdrm12 Gaba_7,0452 AHN-SBPV-PVHd Pdrm12 Gaba_7,#994017
453,SBPV-PVa Six6 Satb2 Gaba_1,0453 SBPV-PVa Six6 Satb2 Gaba_1,#0F4B66
454,SBPV-PVa Six6 Satb2 Gaba_2,0454 SBPV-PVa Six6 Satb2 Gaba_2,#A7FF73
455,SBPV-PVa Six6 Satb2 Gaba_3,0455 SBPV-PVa Six6 Satb2 Gaba_3,#5C6F99
456,AHN Onecut3 Gaba_1,0456 AHN Onecut3 Gaba_1,#1FCCC0
457,AHN Onecut3 Gaba_2,0457 AHN Onecut3 Gaba_2,#7AB1CC
458,AHN Onecut3 Gaba_3,0458 AHN Onecut3 Gaba_3,#036600
459,ZI Pax6 Gaba_1,0459 ZI Pax6 Gaba_1,#1F1799
460,ZI Pax6 Gaba_2,0460 ZI Pax6 Gaba_2,#CC7A86
461,ZI Pax6 Gaba_3,0461 ZI Pax6 Gaba_3,#CC5A3D
462,ZI Pax6 Gaba_4,0462 ZI Pax6 Gaba_4,#52660F
463,ZI Pax6 Gaba_5,0463 ZI Pax6 Gaba_5,#73FF9B
464,ZI Pax6 Gaba_6,0464 ZI Pax6 Gaba_6,#00FF1D
465,ZI Pax6 Gaba_7,0465 ZI Pax6 Gaba_7,#453DCC
466,ZI Pax6 Gaba_8,0466 ZI Pax6 Gaba_8,#299917
467,ZI Pax6 Gaba_9,0467 ZI Pax6 Gaba_9,#99457F
468,ZI Pax6 Gaba_10,0468 ZI Pax6 Gaba_10,#4A1FCC
469,ZI Pax6 Gaba_11,0469 ZI Pax6 Gaba_11,#FFAF99
470,DMH-LHA Gsx1 Gaba_1,0470 DMH-LHA Gsx1 Gaba_1,#7C4599
471,DMH-LHA Gsx1 Gaba_2,0471 DMH-LHA Gsx1 Gaba_2,#0F662C
472,DMH-LHA Gsx1 Gaba_3,0472 DMH-LHA Gsx1 Gaba_3,#483D66
473,DMH-LHA Gsx1 Gaba_4,0473 DMH-LHA Gsx1 Gaba_4,#466600
474,PVHd-DMH Lhx6 Gaba_1,0474 PVHd-DMH Lhx6 Gaba_1,#73E7FF
475,PVHd-DMH Lhx6 Gaba_2,0475 PVHd-DMH Lhx6 Gaba_2,#859945
476,PVHd-DMH Lhx6 Gaba_3,0476 PVHd-DMH Lhx6 Gaba_3,#FF5A00
477,PVHd-DMH Lhx6 Gaba_4,0477 PVHd-DMH Lhx6 Gaba_4,#5726FF
478,TU-ARH Otp Six6 Gaba_1,0478 TU-ARH Otp Six6 Gaba_1,#7B9945
479,TU-ARH Otp Six6 Gaba_2,0479 TU-ARH Otp Six6 Gaba_2,#CC2100
480,TU-ARH Otp Six6 Gaba_3,0480 TU-ARH Otp Six6 Gaba_3,#4F00FF
481,TMd-DMH Foxd2 Gaba_1,0481 TMd-DMH Foxd2 Gaba_1,#1F3666
482,PVpo-VMPO-MPN Hmx2 Gaba_1,0482 PVpo-VMPO-MPN Hmx2 Gaba_1,#DB4DFF
483,PVpo-VMPO-MPN Hmx2 Gaba_2,0483 PVpo-VMPO-MPN Hmx2 Gaba_2,#3DCCA6
484,PVpo-VMPO-MPN Hmx2 Gaba_3,0484 PVpo-VMPO-MPN Hmx2 Gaba_3,#26B4FF
485,PVpo-VMPO-MPN Hmx2 Gaba_4,0485 PVpo-VMPO-MPN Hmx2 Gaba_4,#990095
486,PVpo-VMPO-MPN Hmx2 Gaba_5,0486 PVpo-VMPO-MPN Hmx2 Gaba_5,#00CC8D
487,DMH Hmx2 Gaba_1,0487 DMH Hmx2 Gaba_1,#2E8F99
488,DMH Hmx2 Gaba_2,0488 DMH Hmx2 Gaba_2,#994550
489,DMH Hmx2 Gaba_3,0489 DMH Hmx2 Gaba_3,#734599
490,DMH Hmx2 Gaba_4,0490 DMH Hmx2 Gaba_4,#995C5C
491,DMH Hmx2 Gaba_5,0491 DMH Hmx2 Gaba_5,#4DFFF2
492,DMH Hmx2 Gaba_6,0492 DMH Hmx2 Gaba_6,#738BFF
493,ARH-PVp Tbx3 Gaba_1,0493 ARH-PVp Tbx3 Gaba_1,#FFA499
494,ARH-PVp Tbx3 Gaba_2,0494 ARH-PVp Tbx3 Gaba_2,#171E99
495,ARH-PVp Tbx3 Gaba_3,0495 ARH-PVp Tbx3 Gaba_3,#B799FF
496,LGv-ZI Otx2 Gaba_1,0496 LGv-ZI Otx2 Gaba_1,#AF7ACC
497,LGv-ZI Otx2 Gaba_2,0497 LGv-ZI Otx2 Gaba_2,#66453D
498,LGv-ZI Otx2 Gaba_3,0498 LGv-ZI Otx2 Gaba_3,#997F45
499,LGv-ZI Otx2 Gaba_4,0499 LGv-ZI Otx2 Gaba_4,#5C9199
500,LGv-ZI Otx2 Gaba_5,0500 LGv-ZI Otx2 Gaba_5,#5C6299
501,BST-po Iigp1 Glut_1,0501 BST-po Iigp1 Glut_1,#26FFA3
502,TRS-BAC Sln Glut_1,0502 TRS-BAC Sln Glut_1,#3D5F66
503,TRS-BAC Sln Glut_2,0503 TRS-BAC Sln Glut_2,#8E4599
504,GPi Tbr1 Cngb3 Gaba-Glut_1,0504 GPi Tbr1 Cngb3 Gaba-Glut_1,#661F38
505,MEA-COA-BMA Ccdc42 Glut_1,0505 MEA-COA-BMA Ccdc42 Glut_1,#CC1FC8
506,MEA-COA-BMA Ccdc42 Glut_2,0506 MEA-COA-BMA Ccdc42 Glut_2,#7F9917
507,MEA-COA-BMA Ccdc42 Glut_3,0507 MEA-COA-BMA Ccdc42 Glut_3,#FF26D1
508,MEA-COA-BMA Ccdc42 Glut_4,0508 MEA-COA-BMA Ccdc42 Glut_4,#BDFF99
509,COAa-PAA-MEA Barhl2 Glut_1,0509 COAa-PAA-MEA Barhl2 Glut_1,#0059FF
510,COAa-PAA-MEA Barhl2 Glut_2,0510 COAa-PAA-MEA Barhl2 Glut_2,#992417
511,COAa-PAA-MEA Barhl2 Glut_3,0511 COAa-PAA-MEA Barhl2 Glut_3,#3B992E
512,COAa-PAA-MEA Barhl2 Glut_4,0512 COAa-PAA-MEA Barhl2 Glut_4,#FF4D9A
513,COAa-PAA-MEA Barhl2 Glut_5,0513 COAa-PAA-MEA Barhl2 Glut_5,#663E2E
514,COAa-PAA-MEA Barhl2 Glut_6,0514 COAa-PAA-MEA Barhl2 Glut_6,#7973FF
515,COAa-PAA-MEA Barhl2 Glut_7,0515 COAa-PAA-MEA Barhl2 Glut_7,#CCC83D
516,COAa-PAA-MEA Barhl2 Glut_8,0516 COAa-PAA-MEA Barhl2 Glut_8,#7ACC9F
517,COAa-PAA-MEA Barhl2 Glut_9,0517 COAa-PAA-MEA Barhl2 Glut_9,#CBCC7A
518,MS-SF Bsx Glut_1,0518 MS-SF Bsx Glut_1,#CC5C62
519,AVPV-MEPO-SFO Tbr1 Glut_1,0519 AVPV-MEPO-SFO Tbr1 Glut_1,#663D4A
520,AVPV-MEPO-SFO Tbr1 Glut_2,0520 AVPV-MEPO-SFO Tbr1 Glut_2,#CC3D97
521,AVPV-MEPO-SFO Tbr1 Glut_3,0521 AVPV-MEPO-SFO Tbr1 Glut_3,#0200CC
522,AVPV-MEPO-SFO Tbr1 Glut_4,0522 AVPV-MEPO-SFO Tbr1 Glut_4,#99173D
523,AVPV-MEPO-SFO Tbr1 Glut_5,0523 AVPV-MEPO-SFO Tbr1 Glut_5,#2E4C66
524,LHA Barhl2 Glut_1,0524 LHA Barhl2 Glut_1,#5C661F
525,LHA Barhl2 Glut_2,0525 LHA Barhl2 Glut_2,#CC3DB6
526,LHA Barhl2 Glut_3,0526 LHA Barhl2 Glut_3,#B500CC
527,ADP-MPO Trp73 Glut_1,0527 ADP-MPO Trp73 Glut_1,#8C5C99
528,ADP-MPO Trp73 Glut_2,0528 ADP-MPO Trp73 Glut_2,#CC5CB8
529,ADP-MPO Trp73 Glut_3,0529 ADP-MPO Trp73 Glut_3,#FF005E
530,SI-MA-LPO-LHA Skor1 Glut_1,0530 SI-MA-LPO-LHA Skor1 Glut_1,#1D0066
531,SI-MA-LPO-LHA Skor1 Glut_2,0531 SI-MA-LPO-LHA Skor1 Glut_2,#17995A
532,SI-MA-LPO-LHA Skor1 Glut_3,0532 SI-MA-LPO-LHA Skor1 Glut_3,#0F5466
533,SI-MA-LPO-LHA Skor1 Glut_4,0533 SI-MA-LPO-LHA Skor1 Glut_4,#FF4DE9
534,SI-MA-LPO-LHA Skor1 Glut_5,0534 SI-MA-LPO-LHA Skor1 Glut_5,#FFBB99
535,SI-MA-LPO-LHA Skor1 Glut_6,0535 SI-MA-LPO-LHA Skor1 Glut_6,#99B4FF
536,SI-MA-LPO-LHA Skor1 Glut_7,0536 SI-MA-LPO-LHA Skor1 Glut_7,#CCA93D
537,SI-MA-LPO-LHA Skor1 Glut_8,0537 SI-MA-LPO-LHA Skor1 Glut_8,#5C660F
538,MEA Otp Foxp2 Glut_1,0538 MEA Otp Foxp2 Glut_1,#4DFFCA
539,MEA-BST Otp Zic2 Glut_1,0539 MEA-BST Otp Zic2 Glut_1,#664300
540,MEA-BST Otp Zic2 Glut_2,0540 MEA-BST Otp Zic2 Glut_2,#54CC00
541,MEA-BST Otp Zic2 Glut_3,0541 MEA-BST Otp Zic2 Glut_3,#7A84CC
542,LHA-MEA Otp Glut_1,0542 LHA-MEA Otp Glut_1,#459099
543,LHA-MEA Otp Glut_2,0543 LHA-MEA Otp Glut_2,#997A17
544,DMH Nkx2-4 Glut_1,0544 DMH Nkx2-4 Glut_1,#947ACC
545,DMH Nkx2-4 Glut_2,0545 DMH Nkx2-4 Glut_2,#FF0026
546,MPN-MPO-PVpo Hmx2 Glut_1,0546 MPN-MPO-PVpo Hmx2 Glut_1,#7ACCC3
547,MPN-MPO-PVpo Hmx2 Glut_2,0547 MPN-MPO-PVpo Hmx2 Glut_2,#FF262A
548,MPN-MPO-PVpo Hmx2 Glut_3,0548 MPN-MPO-PVpo Hmx2 Glut_3,#CC009F
549,MPN-MPO-PVpo Hmx2 Glut_4,0549 MPN-MPO-PVpo Hmx2 Glut_4,#00662A
550,MPN-MPO-PVpo Hmx2 Glut_5,0550 MPN-MPO-PVpo Hmx2 Glut_5,#5A0F66
551,MPN-MPO-PVpo Hmx2 Glut_6,0551 MPN-MPO-PVpo Hmx2 Glut_6,#FF8F26
552,DMH Hmx2 Glut_1,0552 DMH Hmx2 Glut_1,#454F99
553,DMH Hmx2 Glut_2,0553 DMH Hmx2 Glut_2,#001066
554,ARH-PVp Tbx3 Glut_1,0554 ARH-PVp Tbx3 Glut_1,#FF00EA
555,ARH-PVp Tbx3 Glut_2,0555 ARH-PVp Tbx3 Glut_2,#75CC1F
556,ARH-PVp Tbx3 Glut_3,0556 ARH-PVp Tbx3 Glut_3,#660060
557,ARH-PVp Tbx3 Glut_4,0557 ARH-PVp Tbx3 Glut_4,#8CFF00
558,ARH-PVp Tbx3 Glut_5,0558 ARH-PVp Tbx3 Glut_5,#67995C
559,DMH-LHA Vgll2 Glut_1,0559 DMH-LHA Vgll2 Glut_1,#5A2E66
560,DMH-LHA Vgll2 Glut_2,0560 DMH-LHA Vgll2 Glut_2,#44663D
561,DMH-LHA Vgll2 Glut_3,0561 DMH-LHA Vgll2 Glut_3,#997A5C
562,DMH-LHA Vgll2 Glut_4,0562 DMH-LHA Vgll2 Glut_4,#995F5C
563,VMH Fezf1 Glut_1,0563 VMH Fezf1 Glut_1,#2E6636
564,VMH Fezf1 Glut_2,0564 VMH Fezf1 Glut_2,#66312E
565,VMH Fezf1 Glut_3,0565 VMH Fezf1 Glut_3,#38FF00
566,VMH Nr5a1 Glut_1,0566 VMH Nr5a1 Glut_1,#C75CCC
567,VMH Nr5a1 Glut_2,0567 VMH Nr5a1 Glut_2,#006609
568,VMH Nr5a1 Glut_3,0568 VMH Nr5a1 Glut_3,#00CCB9
569,VMH Nr5a1 Glut_4,0569 VMH Nr5a1 Glut_4,#089900
570,VMH Nr5a1 Glut_5,0570 VMH Nr5a1 Glut_5,#FF4826
571,VMH Nr5a1 Glut_6,0571 VMH Nr5a1 Glut_6,#0075FF
572,LHA Pmch Glut_1,0572 LHA Pmch Glut_1,#1F663F
573,LHA Pmch Glut_2,0573 LHA Pmch Glut_2,#CCB83D
574,LHA-AHN-PVH Otp Trh Glut_1,0574 LHA-AHN-PVH Otp Trh Glut_1,#1F6630
575,LHA-AHN-PVH Otp Trh Glut_2,0575 LHA-AHN-PVH Otp Trh Glut_2,#3D5B66
576,LHA-AHN-PVH Otp Trh Glut_3,0576 LHA-AHN-PVH Otp Trh Glut_3,#604599
577,LHA-AHN-PVH Otp Trh Glut_4,0577 LHA-AHN-PVH Otp Trh Glut_4,#739AFF
578,LHA-AHN-PVH Otp Trh Glut_5,0578 LHA-AHN-PVH Otp Trh Glut_5,#2E3D99
579,AHN-RCH-LHA Otp Fezf1 Glut_1,0579 AHN-RCH-LHA Otp Fezf1 Glut_1,#992D00
580,AHN-RCH-LHA Otp Fezf1 Glut_2,0580 AHN-RCH-LHA Otp Fezf1 Glut_2,#99455A
581,AHN-RCH-LHA Otp Fezf1 Glut_3,0581 AHN-RCH-LHA Otp Fezf1 Glut_3,#99955C
582,AHN-RCH-LHA Otp Fezf1 Glut_4,0582 AHN-RCH-LHA Otp Fezf1 Glut_4,#CC8F7A
583,AHN-RCH-LHA Otp Fezf1 Glut_5,0583 AHN-RCH-LHA Otp Fezf1 Glut_5,#23660F
584,AHN-RCH-LHA Otp Fezf1 Glut_6,0584 AHN-RCH-LHA Otp Fezf1 Glut_6,#CC7A98
585,PVH-SO-PVa Otp Glut_1,0585 PVH-SO-PVa Otp Glut_1,#003266
586,PVH-SO-PVa Otp Glut_2,0586 PVH-SO-PVa Otp Glut_2,#00C8CC
587,PVH-SO-PVa Otp Glut_3,0587 PVH-SO-PVa Otp Glut_3,#63663D
588,PVH-SO-PVa Otp Glut_4,0588 PVH-SO-PVa Otp Glut_4,#A6FF4D
589,PVH-SO-PVa Otp Glut_5,0589 PVH-SO-PVa Otp Glut_5,#FF73CB
590,PVH-SO-PVa Otp Glut_6,0590 PVH-SO-PVa Otp Glut_6,#827ACC
591,PH-ant-LHA Otp Bsx Glut_1,0591 PH-ant-LHA Otp Bsx Glut_1,#995C8B
