Label,Duration,U ppm,Th ppm,238U/206Pb,238U/206Pb2s,207Pb/206Pb,207Pb/206Pb2s,rho,208Pb/232Th,208Pb/232Th2s,BestAge,BestAge_Err,Age68,Age68_Err,Age75,Age75_Err,Age76,Age76_Err,Age82,Age82_Err,Concordance,Start time,U238_ppm_mean,U238_ppm_2SE,U235_ppm_mean,U235_ppm_2SE,Th232_ppm_mean,Th232_ppm_2SE,Si28_ppm_mean,Si28_ppm_2SE,Ca44_ppm_mean,Sr88_ppm_mean,Y89_ppm_mean,La139_ppm_mean,Ce140_ppm_mean,Pr141_ppm_mean,Nd146_ppm_mean,Sm147_ppm_mean,Eu153_ppm_mean,Gd157_ppm_mean,Tb159_ppm_mean,Dy163_ppm_mean,Ho165_ppm_mean,Er166_ppm_mean,Tm169_ppm_mean,Yb172_ppm_mean,Lu175_ppm_mean
EG334_m6_17,9.011,508.18,43252.3,14.9507980237342,0.578287008736473,0.0597433368548069,0.00372210019532267,-0.247603291952984,0.0163182772327433,0.000495033688899823,414.92834484676,15.867936782149,417.367818786139,16.1435120109006,445.468344692953,35.9362076535055,594.291445697043,135.0171778775,327.166550619804,9.92497321426653,0.936919140851224,45422.4603517593,508.18,90.7564,2808.14,3900.96,43252.3,2881.17,2064.31,538.576,4940.03,26.4406,6007.77,120589,278051,31044.5,122990,24540.1,648.453,15727.5,1620.88,4490.03,308.817,289.359,18.4634,41.7501,3.51831
EG334_m6_18,9.153,1212.47,43493.5,19.1584952455028,1.99657441444892,0.197953053971574,0.00668991265239735,0.898967126508168,0.0159033724181856,0.000438298310795867,267.581980291121,27.9423963577667,327.990759748735,34.1810748025059,899.035073232694,74.6700646350445,2809.39359732336,55.2408178623908,318.91336525166,8.78927975805872,0.364825321629963,45422.4607915972,1212.47,275.703,2443.67,5267.97,43493.5,2374.06,4073.66,600.407,3015.52,100.915,9104.46,114233,235027,26645.9,108905,22838.3,616.52,14269.4,1564.35,4880.69,450.138,611.401,51.7894,178.08,24.2035
EG334_m6_19,9.023,5504.99,55171.1,19.0045545126543,0.424925301595122,0.0526011830940001,0.00133784196913626,-0.121749536664692,0.0166098506192365,0.00046970007679706,330.765064895363,7.30128126339954,330.580574559389,7.39149398385544,328.10842017986,11.518179847433,311.632522321478,57.8845261196427,332.964441693572,9.41570321246812,1.00753456548959,45422.4612306713,5504.99,358.392,6524.14,3912.15,55171.1,2663.85,2236.61,416.562,7397.2,16.7023,17831.5,107659,233009,26281.2,104527,22052.5,545.808,14783.6,1859.9,7387.66,825.402,1297.82,121.375,406.285,44.3306
EG334_m6_20,9.022,5304.12,50173.7,19.1259014297178,0.382518028594356,0.0533129647359549,0.00126053384198577,0.0255600010863801,0.0163844425656683,0.000431055919746684,328.402901414352,6.48704296823193,328.535707709432,6.57071415418865,330.097451238464,9.15383941646897,342.139686123182,53.5201193044225,328.482383779832,8.6419953253395,0.995268840994767,45422.4616646296,5304.12,364.484,5341.71,4690.85,50173.7,2502.34,2830.59,252.403,5570.84,13.8092,19263.8,104538,222301,26736.9,97486.9,22710.8,543.415,13927.2,1930.26,7490.71,864.673,1392.81,124.652,435.873,46.4521
EG334_m6_21,9.069,4980.82,50667.5,18.9316587306823,0.417352047961309,0.053081416270158,0.0013562800181931,0.152084430323079,0.0166516140412541,0.000472650073613822,331.816759829602,7.22257386243387,331.821258783575,7.31506329585275,331.751029883669,10.6585343087449,332.27849568275,57.9378983164924,333.794764639538,9.47464430102198,1.00021169158067,45422.4621066667,4980.82,415.153,4550.32,5397.66,50667.5,3423.47,3496.7,414.611,5499.18,13.9592,16809.5,112934,234740,28271.3,110099,21700.1,627.59,14897.9,1869.85,6622.77,755.7,1138.74,113.983,354.732,42.5655
EG334_m6_22,9.002,4658.12,54152.8,19.020936804097,0.392594797861944,0.0527956533392977,0.00128441437932506,-0.592543454106576,0.0161972065287713,0.000443679248771706,330.403266434224,6.73430464515296,330.303024441911,6.81750065464858,328.902297908694,12.1144660569961,320.024881392066,55.2853479719428,324.758589899744,8.89589491514667,1.00425879217665,45422.4625446644,4658.12,405.022,8146.95,3181.85,54152.8,4201.89,2857.13,402.297,6045.37,13.5594,15606.4,113487,232521,28347.1,104149,23006.3,568.983,15621.5,1766.64,6584.31,766.229,1158.23,108.946,372.852,37.4174
EG334_m6_23,9.082,5485.97,51959,18.6486788552137,0.413018291094146,0.0585474921001723,0.00140653802983372,0.234068161613148,0.0163744140105738,0.000485852874530627,334.439701964671,7.31594540269901,336.727139439249,7.4576043040892,365.077284101622,11.1313058814098,550.310311164802,52.4512530081711,328.28295092982,9.74063653610167,0.922344813284845,45422.4629793171,5485.97,411.762,9556.62,5314.08,51959,3806.22,3537.83,539.5,5991.23,18.6607,20849.8,113573,235499,27053.3,104973,21674.3,561.105,15040.1,1902.84,7764.53,911.645,1557.72,132.336,479.617,54.2699
EG334_m6_24,9.041,5112.62,60885.9,18.8430501200806,0.376861002401611,0.05193919763807,0.00123451904489961,0.107878712229914,0.0162075273564487,0.00043357287148511,333.834842480763,6.59196804697065,333.341975290562,6.66683950581124,326.952111736962,9.78147920059454,282.734013553038,54.3754831565832,324.963870789718,8.6932149172745,1.01954372926253,45422.4634179514,5112.62,265.868,4205.41,2757.1,60885.9,2895.88,4099.4,377.289,5798.5,18.9083,20222.2,114371,239052,28163.1,99618.9,21295.4,532.484,14983.6,2003.37,7145.53,887.563,1355.18,113.769,430.497,41.7393
EG334_m6_25,9.073,2394.34,51446.4,18.6512995331983,0.405330293964244,0.0568130108953255,0.00162889151821773,-0.023347474699974,0.0162768537697642,0.000453148646085183,335.133364640091,7.20200897989237,336.681040496259,7.31675693018776,355.909556595186,12.9071048009458,484.282295896147,63.3073814688743,326.34271661359,9.08540202455548,0.945973588675514,45422.4638550232,2394.34,235.416,2214.85,5585.64,51446.4,3040.69,4414.57,391.612,3701.69,16.5982,11965,107787,235649,29313.1,103585,23150.2,570.724,15569.8,1694.78,5554.29,568.543,825.478,72.6188,226.035,20.9007
EG334_m6_26,9.058,3047.51,47459,19.2362629364669,0.399831764610429,0.0546942984317662,0.00141456910895462,0.378791065213549,0.0166492256494612,0.000471348774568285,325.976205608654,6.69650419256358,326.697808509306,6.79051652090941,335.72485420523,9.74595176480266,399.747694256541,57.9517493086138,333.747280549158,9.44856986231276,0.973111774172057,45422.4642939352,3047.51,146.653,12024.9,4127.86,47459,3190.98,3388.07,470.969,4351.32,15.8,12251.1,111717,234347,28355.9,105944,21059,573.916,14083.8,1618.65,5239.63,558.355,795.936,71.2855,218.761,23.0094
EG334_m9_1,9.096,4295.96,48482.5,18.5540142804818,0.374281713720595,0.0526001191328721,0.00132304221484171,0.0411763335809704,0.0171249530785545,0.000485420324928925,338.668719214761,6.74646526311682,338.400841199713,6.82640666618214,334.888129879489,10.6653166929413,311.586487167051,57.2458122280163,343.203110727411,9.72836332816279,1.0104892082066,45422.4647488194,4295.96,324.786,7816.08,4320.55,48482.5,3318.09,3639.17,600.171,6532.48,17.3342,18285,107212,237521,28436.9,108361,23092,589.023,13918.2,1927.08,7394.19,845.378,1347.75,124.376,378.591,40.7679
EG334_m9_2,9.032,5593.94,77258.9,18.3660042609706,0.434188663202639,0.0530071281811969,0.00127400858434029,0.174985684114059,0.0171492307877282,0.000519740639929354,341.903451283148,7.97169245109424,341.774762405082,8.07985912975171,340.025241165815,10.8928962722014,329.101919518366,54.5304728054209,343.68554972872,10.4160559596819,1.00514526872555,45422.4651856713,5593.94,495.042,7639.6,4543.55,77258.9,5500.44,5814.96,465.467,7838.85,18.79,19718.9,98678.2,217767,26074.8,95234.7,20237.8,572.256,14950.3,1934.77,7511.02,904.901,1496.28,137.27,461.332,47.3942
EG334_m9_3,9.011,4488.57,54913.7,18.9950959573024,0.403864390833614,0.0568723202284128,0.00142750228273107,-0.0979932640559532,0.0163286646763613,0.000481866477237136,329.137382721603,6.91548995490306,330.74103472418,7.03205326326395,350.77048059699,11.8706939422743,486.585713084228,55.4005157325836,327.373131879497,9.66093314594387,0.942898713031036,45422.465628206,4488.57,253.07,6098.56,5952.11,54913.7,3353.45,3560.77,561.708,6660.15,100.339,18954.9,109106,233264,24769.1,98344.8,19374.9,486.406,13187.2,1684.26,6809.67,797.983,1247.23,122.026,425.943,39.9093
EG334_m9_4,9.035,5519.31,61217.4,19.3145463373223,0.444687130305825,0.0563147621276445,0.00138447769252734,0.00420739543630281,0.0156890891695814,0.00046263006931946,324.007202693696,7.36766159686652,325.406539999643,7.49197511181358,342.975480958881,11.5380165709759,464.799627732258,54.466871360836,314.649575086411,9.2781902862656,0.948774936009657,45422.4660637153,5519.31,447.216,7269.71,4958.71,61217.4,5000.89,4002.37,482.655,7955.03,91.5066,19932.2,100684,218505,23638.3,95888.4,20876,531.952,14188.9,1925.41,7459.36,915.035,1569.63,144.968,525.247,55.1821
EG334_m9_5,9.003,3591.57,38353.9,18.4888565237489,0.369777130474979,0.0549104824809945,0.00143497486205922,-0.0876292483075066,0.016530772078019,0.00045321963163973,338.849267235753,6.69723337994718,339.562555181187,6.79125110362373,348.377333996801,11.2778993592145,408.579982860665,58.4658118114454,331.392141657416,9.08568720574086,0.974697611022837,45422.4665014931,3591.57,198.54,4883.56,4026.98,38353.9,1825.6,2046.13,498.811,5913.37,14.3748,17419.6,110579,221762,27104.7,102936,21436.4,543.914,13921.5,1726.18,6770.54,786.951,1271.87,109.086,362.159,34.9857
EG334_m9_6,9.036,4090.31,51121,18.879030019165,0.402088329803362,0.05278200527225,0.00138944013372258,-0.030837678103088,0.0164309041766241,0.000472039038083997,332.853395832529,7.00201893746056,332.722803877879,7.08637871558747,330.93886363736,11.3152723323314,319.437317749119,59.8277250986536,329.406316879857,9.46342570605313,1.00539054319856,45422.466935,4090.31,245.212,5812.29,4787.2,51121,2621,2275.71,307.301,6809.03,17.0707,17917.6,104651,225347,25129.6,99632.7,21027.4,524.194,13500.1,1810.58,6782.02,824.209,1232.74,116.65,395.088,39.3565
EG334_m9_7,9.052,4585.49,58018.6,18.7435295516263,0.374870591032526,0.0587804318794209,0.00140551301451595,-0.231089185674654,0.0159425207159144,0.000423133790663946,332.675035653703,6.57769926449557,335.066673653766,6.70133347307532,364.739315595722,11.544775698914,558.973280533219,52.1287817981508,319.692237643378,8.48501882295487,0.918646987935774,45422.4673702662,4585.49,449.995,4081.51,3607.65,58018.6,5251.1,7284.51,590.679,7418.73,21.2399,19505.4,110336,215678,26171.4,103004,22623.2,544.398,14202.8,1907.85,7206.57,851.438,1466.93,117.477,406.286,47.6777
EG334_m16_1,9.083,5869.19,79095.1,18.7551750361584,0.375103500723169,0.0635532191738744,0.00153730314417151,-0.281206378965445,0.0164159162358499,0.000429283357247016,330.446377816812,6.54439826386001,334.863934942348,6.69727869884697,389.118674802099,11.2290295403003,726.79548360603,51.2858672084809,329.108272109236,8.60632461319958,0.860570197800596,45422.4694563889,5869.19,433.947,3335.09,3899.98,79095.1,6416.07,5331.04,553.173,9134.18,79.1785,22266.2,107382,225120,25294.1,101833,21199.5,647.634,14797.2,2012.07,8246.64,1010.94,1689.98,151.54,512.433,51.23
EG334_m16_2,9.039,6336.47,84248.3,19.0023110942889,0.4522082219396,0.0556435023018992,0.00141632939555601,-0.0297649163221982,0.01581507750991,0.00047086475517427,329.529130231225,7.7425982514684,330.6186190599,7.86790917817033,344.230845423658,12.1045727758843,438.171602367979,56.6529235435465,317.15658949993,9.44275232120824,0.96045611093624,45422.4698927431,6336.47,388.033,3436.41,4375.84,84248.3,5446.27,6271.97,786.178,8366.59,90.0284,21870.2,106753,221902,24439.3,96646.6,21857.6,597.466,15468.5,2146.89,7844.61,976.183,1546.49,138.154,483.379,50.6073
EG334_m16_3,9.044,4985.84,64941.8,16.2124999742739,0.324249999485478,0.124217051768369,0.0051357320615185,-0.280820056051701,0.0175568074711721,0.000467521372642631,351.657305075626,7.69104596144897,385.839255467527,7.71678510935054,731.817755713883,36.5295097914619,2017.66519348383,73.2944885770159,351.783066491165,9.36765424969394,0.527234072219447,45422.4703274653,4985.84,410.975,3257.96,5197.16,64941.8,5083.98,7255.67,769.352,8283.25,122.61,20217.1,97182.2,218587,23721.3,93146.9,19864.9,570.136,13060.6,1856.02,7256.43,918.283,1428.55,121.868,448.409,45.205
EG334_m16_4,9.009,5649.02,84767.5,17.9808838015079,0.407149987981425,0.0576698898722556,0.00159311627313897,-0.0473545075839381,0.0164504500143858,0.000486919027098016,347.045276212496,7.76293182849738,348.900399333756,7.90032319676858,371.677309262582,13.4869228682221,517.243119806913,60.6533328692602,329.79499173909,9.76164520599538,0.93871858905238,45422.4707640857,5649.02,319.307,7291.13,4929.65,84767.5,5094.58,5584.44,708.143,9890.6,29.1546,22287.3,101968,229468,24325.3,102759,21048,599.984,14044.4,2082.07,8210.89,1009.65,1665.08,151.22,502.411,52.5241
EG334_m16_5,9.031,4984.42,52160.3,18.8481582827041,0.376963165654082,0.0542477827440529,0.0013095148911958,0.0725185329840206,0.0165784159511629,0.000455539183164976,332.771132940166,6.57396143068905,333.253929512281,6.66507859024563,339.223302279786,9.94273702471471,381.350200654313,54.2644830063655,332.339448227672,9.131972633882,0.982402822190025,45422.4712003125,4984.42,195.272,4493.02,3825.07,52160.3,2772.76,3977.44,459.045,6338,23.577,22416.8,102656,227569,25110.2,103769,21858.7,584.373,15137.5,2051.59,8121.77,938.481,1500.77,136.781,476.692,45.6037
EG334_m16_6,9.024,6923.57,82292,18.3213903108609,0.483639921801939,0.0751699218178439,0.00183598840917091,-0.126070740878346,0.0166109839247123,0.000526403111267789,333.100611419836,8.71295479070726,342.5852812751,9.0434140551094,455.06540647468,16.9459334468857,1073.04855993024,49.0579192845971,332.98697405084,10.5523778691541,0.752826464945015,45422.4716378009,6923.57,495.484,7989.91,5254.94,82292,4846.95,19722.8,1090.05,11165.9,190.386,24787.7,103264,232858,23836.7,105162,22996.9,665.384,16326.2,2275.89,9028.74,1138.13,1910.15,169.545,603.224,60.2554
EG334_m16_7,9.105,7399.92,79364.4,18.353633597366,0.425471875079551,0.0694791788362834,0.00175394292515821,0.0177302994888338,0.0157742868272934,0.000463792994070986,334.991841700519,7.69395939532241,341.999120407598,7.9281852426356,426.300578122858,14.5318156291918,913.00027660744,51.9585089997374,316.344938673098,9.30112200144222,0.802248783976632,45422.4720721181,7399.92,537.134,4652.91,4974.93,79364.4,5810.53,14277.4,1879.26,10131.9,119.39,22913.3,103696,243159,25817.9,105130,22929.9,608.309,15800.8,2175.2,8266.75,1037.17,1672.24,154.744,527.764,66.7961
EG334_m16_8,9.047,7499.75,60296.9,19.0934016727373,0.451826492910849,0.0564475344042129,0.00132606322234076,0.207616254694109,0.0160714401416471,0.000506035309723803,327.646203014239,7.65350203562746,329.080889452844,7.78737423084576,347.032627265903,10.9233430878675,470.014537782421,51.9992293851688,322.256933488544,10.1467812287671,0.948270749195856,45422.4725085532,7499.75,435.364,7632.19,4068.13,60296.9,3977.49,4061.73,471.181,7334.83,23.5678,24002.1,99905.6,210793,25484.6,96143,21390.6,553.203,15411.2,2084.06,8568.21,1057.21,1768.83,149.444,534.819,53.1119
