#KIC,period,bjd0,pdepth,sdepth,pwidth,swidth,sep
5018787,0.6071918,54965.014611,0.0162,0.0061,0.0836,0.0932,0.499
9514070,0.6072561,54999.793852,0.1666,0.0566,0.1901,0.1985,0.4997
5978521,0.6081507,54964.694901,0.0399,0.033,0.2627,0.2251,0.4903
8554005,0.6083407,54954.006655,0.3861,0.3631,0.1292,0.127,0.5006
7769072,0.6088629,54965.049919,0.0019,0.0011,0.0844,0.0831,0.5021
12055517,0.6097519,54999.832766,0.1579,0.1177,0.1146,0.069,0.501
9944907,0.6134398,54964.826351,0.1063,0.057,0.0667,0.1478,0.5008
9706078,0.6135606,54954.137288,0.0014,-1,0.0763,-1,1
7818448,0.6189517,54964.591429,0.0982,0.0977,0.1386,0.1384,0.4993
5290305,0.6205088,55000.301664,0.2966,0.2611,0.1825,0.1778,0.4979
7584826,0.622309,54965.08065,0.262,0.1112,0.1399,0.1246,0.5033
3958488,0.622891,54954.154703,0.0847,0.0793,0.2752,0.2163,0.5028
9837083,0.623394,55002.313907,0.0455,0.0299,0.0812,0.0843,0.4999
10844279,0.6234128,55000.228057,0.1813,0.1696,0.1313,0.1591,0.5005
12023089,0.6234413,55001.770498,0.0219,0.0142,0.0856,0.0863,0.5006
7378178,0.6242687,55001.837575,0.0885,0.075,0.0964,0.0532,0.4796
8971432,0.6243873,54964.79479,0.0382,-1,0.1052,-1,1
5524325,0.6249787,54999.679313,0.1796,0.1706,0.1373,0.158,0.5028
7304911,0.6255508,54954.045742,0.0437,0.0435,0.2056,0.2129,0.5015
11193447,0.625884,54953.977495,0.0452,0.0412,0.0986,0.1028,0.5025
7038831,0.6272909,55000.03273,0.0009,-1,0.0774,-1,1
10229723,0.6287243,54953.68429,0.2405,0.2059,0.216,0.1291,0.5015
11904038,0.6322198,54953.85226,0.0046,0.0019,0.269,0.2403,0.5038
11509282,0.6340339,54965.036787,0.1894,0.1739,0.1376,0.1774,0.5016
10351767,0.6350697,54965.114615,0.0349,0.0223,0.1098,0.1123,0.5006
4037163,0.635444,55000.227976,0.1386,0.1373,0.1013,0.1013,0.5019
3437778,0.6355819,55002.015043,0.4472,0.2139,0.1706,0.1733,0.5039
5022908,0.6372483,54999.972021,0.3026,0.2223,0.2175,0.1235,0.5044
5716763,0.6406607,54953.978797,0.0005,-1,0.0774,-1,1
7013934,0.6413681,54953.767682,0.0673,0.049,0.2577,0.2273,0.4932
8539850,0.6421045,54964.745399,0.1318,0.1254,0.223,0.1724,0.5063
11144556,0.6429797,54954.061015,0.2137,0.1855,0.1462,0.1933,0.5016
5696909,0.6430031,54964.687693,0.0026,0.0018,0.0649,0.069,0.4994
6103049,0.6431712,54964.888912,0.0435,0.0305,0.1132,0.113,0.5003
3853673,0.6437959,54965.687811,0.0005,-1,0.086,-1,1
9328852,0.6458515,54964.886398,0.3051,0.0699,0.1028,0.0941,0.5004
7284688,0.6460432,54953.678043,0.0636,0.0551,0.098,0.1008,0.4993
10007533,0.6480635,54965.039252,0.2077,0.1615,0.2083,0.1588,0.5041
3344427,0.6517851,55000.00311,0.3402,0.2108,0.1059,0.107,0.4983
8977390,0.6532608,54954.156954,0.2413,0.2337,0.1405,0.1833,0.5048
5820209,0.6560869,54964.813901,0.0887,0.0648,0.1439,0.1796,0.5289
7836330,0.6583898,55147.869732,0.0283,-1,0.0583,-1,1
7458285,0.6606276,54964.86363,0.3471,0.1888,0.1591,0.2029,0.5069
10226388,0.6606574,54954.11653,0.2555,0.2106,0.1078,0.1527,0.5007
8579812,0.6610619,55000.069192,0.3894,0.1815,0.1695,0.1846,0.5012
2447893,0.66162,54965.113742,0.1767,0.1193,0.1062,0.1077,0.499
10275747,0.6617485,54954.274697,0.5388,0.1693,0.1562,0.1223,0.5012
7835348,0.6640618,54965.173557,0.1062,0.0961,0.2383,0.2598,0.5085
6302051,0.6658734,54953.667645,0.1914,0.1157,0.1088,0.2447,0.5016
4936680,0.6662267,54999.866063,0.3909,0.1795,0.168,0.181,0.5008
8285349,0.6671103,54953.778822,0.0734,0.0486,0.2921,0.2482,0.4868
4954113,0.668027,55001.996853,0.0331,0.0246,0.2573,0.2556,0.4999
3127873,0.6715256,54964.982325,0.2033,0.1685,0.1442,0.1666,0.5017
5615815,0.6742496,55000.135248,0.0311,0.0138,0.2584,0.2839,0.5168
6692340,0.6748494,54954.126755,0.0145,0.0178,0.2366,0.2401,0.4747
4571536,0.676715,54964.766088,0.0003,-1,0.0599,-1,1
6531485,0.6769904,54964.798481,0.0203,0.0164,0.086,0.0912,0.5
10095469,0.6777628,54999.865835,0.4688,0.108,0.1539,0.1383,0.5007
7051984,0.6781334,54964.539453,0.0001,-1,0.0843,-1,1
11027722,0.6781374,54965.137801,0.0009,-1,0.0629,-1,1
10972830,0.6784503,54999.995123,0.0002,-1,0.2691,-1,1
7620664,0.6837179,54965.290789,0.1058,0.0956,0.1881,0.2334,0.5029
8183540,0.6842068,55000.676717,0.2112,0.1892,0.1549,0.1993,0.5051
12554536,0.6844956,54953.964623,0.3347,0.1075,0.1675,0.1368,0.5002
11618883,0.6848719,55139.44241,0.1996,0.1821,0.1892,0.1822,0.5021
8248812,0.685366,54964.767313,0.2331,0.1489,0.1728,0.1787,0.4993
2970804,0.6869923,54964.658323,0.0071,-1,0.1486,-1,1
9692336,0.6878983,55000.366656,0.2936,0.1537,0.1668,0.1688,0.4996
4077442,0.6928422,54954.130321,0.0972,0.0703,0.1019,0.0918,0.4982
8182360,0.6951457,55000.391925,0.0922,0.0637,0.1873,0.1801,0.5002
8435247,0.6961296,55288.00238,0.0202,-1,0.064,-1,1
5077994,0.6962874,54954.086678,0.2323,0.2271,0.1409,0.1402,0.5001
3956881,0.6969455,54964.961529,0.0583,0.0678,0.2528,0.2422,0.5041
6665064,0.6983698,54964.697452,0.0015,-1,0.0746,-1,1
11197853,0.6984615,54999.774875,0.0001,-1,0.0721,-1,1
11076176,0.6999861,54964.837773,0.4081,-1,0.1242,-1,1
7433513,0.701119,54965.256118,0.1476,0.0525,0.1626,0.3181,0.5514
9149789,0.7050231,54964.66868,0.0002,-1,0.0878,-1,1
12108333,0.7054482,54954.106577,0.3498,0.2816,0.1341,0.1335,0.5003
8094140,0.7064291,54965.145978,0.3507,0.1264,0.0816,0.0802,0.5008
10259530,0.7072062,54964.588439,0.2557,0.2416,0.1251,0.1807,0.5078
5123176,0.7078436,54953.903419,0.2796,0.2671,0.1286,0.15,0.5037
9475663,0.7080268,54953.842439,0.0414,0.0277,0.1853,0.2704,0.512
11017077,0.7085639,54965.100945,0.342,0.1366,0.166,0.2009,0.5046
8231231,0.7116099,54954.089687,0.0159,0.0118,0.2667,0.2306,0.5025
9551200,0.7119216,54964.905263,0.0633,-1,0.0733,-1,1
9767437,0.712722,54953.750593,0.0363,0.0302,0.082,0.0728,0.5063
2988984,0.7130196,54999.991556,0.2018,0.1939,0.1275,0.1621,0.5009
6469946,0.7158021,55003.342964,0.0024,-1,0.0774,-1,1
9752973,0.7167094,55000.170599,0.0001,-1,0.0552,-1,1
5357682,0.7177063,55000.234001,0.1218,0.0712,0.2484,0.2606,0.5308
8155368,0.7186437,54964.89203,0.2092,0.0725,0.1112,0.1104,0.5013
9453192,0.7188371,54964.88902,0.2286,0.1771,0.2279,0.1455,0.5028
11303526,0.7200905,54954.138339,0.1198,0.1019,0.1638,0.194,0.5006
7839027,0.7206929,54964.819304,0.1261,0.0967,0.1959,0.2729,0.5102
9944201,0.721523,54964.707778,0.0223,0.0067,0.0796,0.0832,0.501
12352712,0.722065,54999.935357,0.2033,0.1673,0.2175,0.1603,0.5013
9350889,0.725948,54954.24165,0.2522,0.2253,0.2408,0.153,0.498
6865626,0.7267678,54964.842153,0.1766,0.0932,0.1274,0.0909,0.5013
3228824,0.7309423,54970.345617,0.0005,-1,0.1614,-1,1
3228863,0.730944,54954.262345,0.4821,0.2801,0.1587,0.1203,0.5003
5703230,0.7314739,54954.358193,0.0484,0.0422,0.257,0.2321,0.5077
6669809,0.7337378,54953.998571,0.2424,0.1141,0.1534,0.1101,0.5021
10383620,0.7345628,54954.126474,0.2327,0.1484,0.1655,0.167,0.5005
4451148,0.7359835,54954.385644,0.134,0.0992,0.1534,0.2426,0.5088
4762887,0.7365737,54964.770988,0.02,0.0179,0.2657,0.2328,0.4984
10119517,0.737494,54954.000876,0.0348,0.0319,0.2497,0.2833,0.513
5770860,0.7375618,54965.270153,0.1171,0.1045,0.1673,0.2066,0.5045
10711646,0.7376522,54964.686206,0.1035,0.0579,0.0745,0.0602,0.501
2449084,0.7397571,55000.319865,0.3852,0.1618,0.1975,0.1941,0.5025
8590527,0.73977,54953.870653,0.0212,0.0058,0.0908,0.0926,0.5001
3848972,0.7410574,55001.998566,0.0019,0.0017,0.0576,0.0562,0.5001
4554004,0.7425074,55000.152874,0.1822,0.0776,0.1248,0.0948,0.5009
7119757,0.7429222,54965.303131,0.1664,0.1455,0.1226,0.1157,0.5013
2719436,0.7434797,54999.71536,0.1982,0.1284,0.1821,0.1839,0.5015
8539720,0.7444991,54953.983567,0.1745,0.1445,0.2118,0.1923,0.5017
10724533,0.7450918,54954.391541,0.127,0.0779,0.1063,0.2545,0.5033
11408810,0.7492874,54953.868542,0.0108,0.0043,0.2881,0.2283,0.5013
10905804,0.7510975,54964.887166,0.17,0.0808,0.1659,0.1893,0.5012
7220320,0.7521576,55000.142187,0.0299,0.0172,0.105,0.1019,0.5007
7707742,0.7583544,54999.750847,0.5395,0.1369,0.1514,0.1182,0.5007
5529643,0.7597663,54964.790332,0.0005,-1,0.2328,-1,1
7941635,0.7627242,54965.413382,0.0097,-1,0.0917,-1,1
6549491,0.7646535,54964.73373,0.0095,0.0037,0.2669,0.2345,0.5083
4455763,0.766298,55003.000749,0.0195,-1,0.0906,-1,1
6283224,0.7664732,55003.357462,0.2019,0.1521,0.1006,0.0972,0.4995
8479107,0.7675766,54964.817985,0.1618,0.0974,0.0855,0.0811,0.5007
6432059,0.7697398,54964.7543,0.0117,-1,0.0894,-1,1
3218683,0.7716695,54965.118326,0.3336,0.2787,0.1321,0.1333,0.4983
7733540,0.7725821,54964.614024,0.0017,-1,0.1885,-1,1
7023917,0.772842,54953.888778,0.0735,0.0619,0.1248,0.0852,0.4996
9637239,0.7730257,54954.062934,0.1249,0.0983,0.2611,0.2138,0.506
7457163,0.7746042,54954.116481,0.0858,0.0654,0.1952,0.2741,0.51
10789421,0.7768524,54953.919448,0.0054,0.0034,0.2474,0.2511,0.514
6443392,0.7769761,54953.619364,0.0207,0.0118,0.0913,0.0921,0.501
8190491,0.7778768,54965.196015,0.0356,0.0283,0.2615,0.2377,0.4643
8265951,0.7799575,54954.244147,0.294,0.2526,0.1995,0.1405,0.5037
8620561,0.7820467,55002.205025,0.2366,0.1327,0.0883,0.0856,0.5007
8953296,0.7842945,54965.226457,0.2238,0.0559,0.146,0.1263,0.5022
9935245,0.7848598,55000.295785,0.2948,0.1334,0.1382,0.0871,0.5042
7690843,0.7862605,54954.158345,0.0554,0.0284,0.1556,0.1351,0.5011
10934755,0.7864843,54964.84245,0.3877,0.1612,0.2038,0.2509,0.5013
8579707,0.7885922,54953.85171,0.0352,0.0304,0.2449,0.3171,0.5036
12785282,0.7887499,54953.956353,0.154,0.1153,0.1322,0.1275,0.5012
11179657,0.7889122,55001.967587,0.018,0.0179,0.306,0.3049,0.502
6187893,0.7891676,54954.087252,0.0644,0.0258,0.1393,0.1422,0.5008
10186945,0.793671,54964.784152,0.0002,-1,0.0672,-1,1
5439790,0.7960862,54954.502903,0.3373,0.3026,0.1922,0.1854,0.5002
3556229,0.7967202,55000.33747,0.1545,0.0481,0.1484,0.1295,0.501
9784230,0.7981975,55000.487561,0.2372,0.2169,0.09,0.0881,0.5007
8166095,0.799127,55000.088895,0.0542,0.0377,0.1724,0.1692,0.5003
5647008,0.7998617,54965.008851,0.0093,-1,0.062,-1,1
6805779,0.8019212,55000.932684,0.0248,0.022,0.26,0.2328,0.505
6279974,0.8052593,54965.09688,0.0012,-1,0.069,-1,1
3633901,0.807387,54999.655075,0.0213,0.0115,0.2606,0.233,0.4943
5991936,0.8074357,55007.926256,0.001,-1,0.2869,-1,1
7091476,0.8077356,54954.384662,0.1676,0.1533,0.2355,0.1965,0.5029
8685306,0.8080821,54954.092069,0.0302,0.0187,0.2491,0.2782,0.5147
7107567,0.8125981,55000.300464,0.0062,0.003,0.0799,0.0763,0.5025
10024144,0.8155959,55001.93382,0.0789,-1,0.0933,-1,1
10743600,0.817023,55001.787469,0.1894,0.0517,0.1219,0.1106,0.5056
8386048,0.8174223,55000.20769,0.3919,0.21,0.1871,0.1543,0.5011
11255667,0.8189143,54954.269242,0.0156,0.0105,0.2706,0.2325,0.501
6029214,0.8190664,54954.334142,0.0588,0.0387,0.1081,0.1007,0.4999
9790965,0.8220677,54953.733954,0.0339,0.0121,0.082,0.2595,0.5033
8848104,0.8248518,54964.625931,0.0289,-1,0.0828,-1,1
7950962,0.8269566,54953.819202,0.1907,0.1875,0.1682,0.2072,0.5123
7950964,0.8269566,55001.780307,0.4106,0.4024,0.1883,0.235,0.514
10454725,0.8317678,54964.748311,0.3261,0.1009,0.2032,0.2104,0.5025
5198934,0.8347392,54965.090274,0.0793,0.0693,0.267,0.2259,0.5026
7766185,0.8354573,54954.554702,0.4005,0.3649,0.1353,0.1004,0.5001
8211824,0.8411262,55000.4806,0.0761,0.0781,0.0773,0.0739,0.504
3339563,0.8412315,54965.37686,0.2254,0.1036,0.143,0.3358,0.5155
6464285,0.8436513,54964.946805,0.2964,0.0678,0.1073,0.0999,0.5009
6028860,0.8440331,55003.147571,0.0011,0.0012,0.0641,0.0617,0.5014
6311681,0.8447864,54967.214653,0.006,-1,0.1307,-1,1
10129482,0.8462906,54965.192407,0.1833,0.0511,0.0752,0.0784,0.4992
3104113,0.846786,54965.284916,0.3662,0.3333,0.161,0.1943,0.5007
6365321,0.8484849,54964.887524,0.0018,-1,0.0669,-1,1
8822555,0.8528415,55000.236074,0.2365,0.1401,0.1911,0.2193,0.5094
2835289,0.8577619,55000.442959,0.0226,0.0183,0.2371,0.2726,0.5077
10257903,0.8585697,54965.028405,0.1036,0.0693,0.0932,0.0921,0.5012
5606644,0.8619311,54999.672477,0.0564,0.0305,0.0743,0.0579,0.4996
7366145,0.8643608,54964.902956,0.0231,0.0179,0.2178,0.3001,0.5103
12109845,0.8659588,55000.558223,0.2506,0.126,0.0859,0.081,0.5013
8904448,0.8659827,54965.055247,0.2471,0.1199,0.1293,0.2476,0.514
5560831,0.867721,54999.871366,0.1184,0.0313,0.1141,0.076,0.5017
4929299,0.8687195,54965.083909,0.0002,-1,0.0734,-1,1
2577756,0.8703335,54964.662821,0.1013,-1,0.1367,-1,1
9480977,0.8710309,54954.427893,0.0032,0.0026,0.2672,0.2339,0.489
9346655,0.8716212,54965.122004,0.0936,-1,0.06,-1,1
9394601,0.8768264,54955.415456,0.1526,0.0279,0.1336,0.1439,0.458
8314879,0.8777596,54999.845981,0.3415,0.2103,0.1398,0.1349,0.5007
9840412,0.8784558,54954.556807,0.1891,0.1644,0.1393,0.1637,0.5013
8523194,0.8785327,54954.22374,0.0574,0.0521,0.2582,0.2265,0.5084
8696327,0.8792289,55000.020604,0.4087,0.2567,0.188,0.1678,0.502
11338865,0.8803849,54954.092011,0.0137,0.0085,0.2972,0.2359,0.4961
8800998,0.8828148,54965.514052,0.0171,0.0106,0.3158,0.2376,0.5055
5474733,0.8837752,55066.460374,0.0001,-1,0.099,-1,1
7777443,0.8851249,54954.257271,0.383,0.1366,0.1605,0.0887,0.5009
7630690,0.8865633,54954.581174,0.0016,0.0015,0.2301,0.3261,0.4609
11295347,0.8884399,54954.53801,0.0185,0.0187,0.2346,0.2791,0.5065
3114667,0.8885831,54999.753222,0.3758,0.3156,0.0796,0.0759,0.4999
5386810,0.8888907,54954.086668,0.0006,-1,0.1839,-1,1
2851100,0.8901084,54965.364973,0.0007,-1,0.0522,-1,1
10815379,0.8905202,55002.316811,0.0802,0.0293,0.256,0.2379,0.5547
7296094,0.8907493,55000.509656,0.0676,-1,0.077,-1,1
3458919,0.892061,54964.815308,0.0783,0.0586,0.0895,0.0803,0.5005
7501230,0.8927503,54954.447274,0.3345,0.2582,0.1076,0.1539,0.4993
9392682,0.8929178,54954.624705,0.1771,0.1592,0.1122,0.1606,0.4991
3659940,0.8962698,54965.564596,0.0828,-1,0.0693,-1,1
8240861,0.8984997,55000.000664,0.4122,0.4214,0.1231,0.1224,0.4998
4739791,0.8989211,54999.890185,0.1614,0.0674,0.1228,0.1165,0.4996
7811211,0.9024056,54964.823839,0.005,-1,0.0805,-1,1
7812455,0.9035823,54964.877627,0.0012,0.0011,0.0692,0.0702,0.4999
7258889,0.9039046,54965.003774,0.3919,0.1171,0.1292,0.1223,0.5009
8687088,0.9050307,54965.215702,0,-1,0.0836,-1,1
5952403,0.9056778,54965.197892,0.0032,-1,0.0888,-1,1
2162283,0.9063779,54954.341553,0.0107,0.0107,0.258,0.2549,0.5015
10735519,0.9070641,54954.052963,0.0019,-1,0.1177,-1,1
6045264,0.9093104,54965.634157,0.3601,0.3517,0.125,0.1225,0.5011
7584739,0.9115578,54954.431499,0.4165,0.2537,0.1636,0.1565,0.5076
9020426,0.9133929,54965.445795,0.4127,0.3977,0.1094,0.107,0.4999
6516874,0.9163269,55001.920115,0.0887,0.0997,0.0952,0.0981,0.5007
9083523,0.9184208,54954.484907,0.4477,0.1553,0.1852,0.2147,0.5017
3954798,0.91848,54953.841706,0.7447,0.1853,0.1308,0.1092,0.5019
10979669,0.925768,54954.500842,0.0647,0.0392,0.237,0.2591,0.5326
7977261,0.9258122,54954.341041,0.0707,0.0554,0.2349,0.2586,0.4974
8087799,0.9262976,54999.919751,0.0507,0.035,0.0908,0.1219,0.4998
12400729,0.9317259,54965.480846,0.0805,-1,0.0666,-1,1
6370665,0.9323156,54965.405285,0.1469,0.1345,0.2547,0.2,0.4995
5636642,0.9335,54999.628184,0.0116,0.0108,0.0618,0.0625,0.5011
10407221,0.9337397,55011.200039,0.0005,-1,0.2025,-1,1
10363300,0.9349261,54965.177722,0.1354,0.0505,0.1049,0.0991,0.501
10599397,0.9374067,54964.910816,0.0053,-1,0.0864,-1,1
5621294,0.9389049,54954.510518,0.3647,0.0695,0.1493,0.1392,0.5019
3662635,0.9393755,54965.012755,0.1077,0.0905,0.0896,0.0851,0.4996
8937663,0.9415895,55000.367264,0.0006,-1,0.2613,-1,1
6778050,0.945828,54965.564982,0.2832,0.2376,0.0924,0.0935,0.5003
3124420,0.9489508,55000.571511,0.2476,0.1065,0.1328,0.13,0.5046
8608310,0.9503824,54964.955191,0.2583,0.2514,0.1377,0.1374,0.5004
4358206,0.9511619,54964.920938,0.0767,-1,0.0767,-1,1
10794405,0.9523775,54965.335643,0.0022,0.0021,0.1269,0.1259,0.4998
10858720,0.9523776,54954.858926,0.4789,0.4599,0.1263,0.1265,0.5
7881722,0.9532893,54954.118369,0.0147,0.0056,0.2966,0.2259,0.5037
9596187,0.9533167,54964.68754,0.002,-1,0.068,-1,1
5269407,0.9588711,54965.645124,0.2266,0.0445,0.0961,0.0936,0.5002
4729553,0.9612926,54954.462794,0.328,0.1719,0.1337,0.1338,0.5006
7681230,0.962591,54965.419533,0.0009,-1,0.0557,-1,1
5471619,0.9628354,54965.198253,0.4395,0.1149,0.1499,0.1293,0.5001
9788457,0.9633378,54965.186856,0.5846,0.1453,0.1501,0.1163,0.5002
4350454,0.9656582,54964.942703,0.1509,0.075,0.2317,0.2409,0.5191
2854948,0.9743044,55002.410212,0.0332,-1,0.0709,-1,1
10991989,0.974478,54954.64791,0.0088,0.005,0.0948,0.0882,0.4992
3957477,0.9790522,54954.934438,0.055,0.0386,0.1033,0.0998,0.5001
9220600,0.9791626,54954.447384,0.0649,0.0293,0.077,0.253,0.5031
9574614,0.9820854,54965.685069,0.005,-1,0.0584,-1,1
9365025,0.9843043,54954.462569,0.0053,0.0044,0.2552,0.2484,0.4918
6187341,0.984599,54964.88641,0.001,-1,0.0479,-1,1
11358392,0.9849768,54954.564943,0.0064,-1,0.0653,-1,1
5642620,0.986791,54965.065125,0.0002,-1,0.0583,-1,1
4999357,0.9901294,54953.89096,0.1808,0.1698,0.134,0.1735,0.5005
3122985,0.9934885,54965.600017,0.0235,-1,0.0747,-1,1
3113266,0.9958613,54964.847534,0.0045,0.005,0.0444,0.0445,0.4991
6262882,0.9965008,54965.111503,0.0194,0.0076,0.268,0.2495,0.5044
3965242,0.9967236,54964.911763,0.0322,-1,0.047,-1,1
3834322,0.996858,54964.575359,0.0002,-1,0.051,-1,1
8758161,0.9982176,54953.832607,0.0862,-1,0.1327,-1,1
12255382,0.9993228,54964.628561,0,-1,0.0866,-1,1
11097678,0.9997156,54954.857024,0.1885,0.1611,0.2626,0.1546,0.5016
8669092,1.0008312,54954.28886,0.0032,-1,0.0506,-1,1
5955731,1.0038296,54954.553889,0.0203,0.0206,0.2626,0.2339,0.48
12356746,1.0049085,54954.3696,0.0407,0.0337,0.0819,0.0818,0.5011
10014536,1.009397,55009.909088,0.0002,-1,0.231,-1,1
10063044,1.0096716,54965.595585,0.1655,0.0446,0.1236,0.1146,0.4996
8565912,1.0121736,55000.334268,0.3238,0.0845,0.1376,0.1406,0.5002
8294484,1.0127395,54999.83932,0.1282,-1,0.1187,-1,1
10189523,1.0139159,54965.418559,0.0394,-1,0.0548,-1,1
3431321,1.0150487,54954.417815,0.0092,0.0039,0.2489,0.2647,0.5115
12599700,1.0177858,54965.259157,0.0371,-1,0.0494,-1,1
8913061,1.0199706,54954.108073,0.3223,0.2379,0.1766,0.1723,0.4996
9832545,1.0207497,55000.093984,0.4291,0.1277,0.1352,0.1386,0.5002
8647309,1.0220371,55000.112942,0.1199,-1,0.1346,-1,1
12016304,1.024052,54965.652399,0.0554,0.0466,0.229,0.2759,0.5016
9474485,1.0251632,54965.292272,0.3763,0.3569,0.078,0.0802,0.4998
5534702,1.0254659,54965.634507,0.1623,0.1111,0.1052,0.0953,0.5007
4679687,1.0279026,55000.391764,0.0025,-1,0.0592,-1,1
10676927,1.0311005,54999.931305,0.1658,-1,0.1047,-1,1
6191574,1.0345298,54964.878585,0.0668,-1,0.0521,-1,1
10264202,1.0351478,54965.550176,0.1008,0.0705,0.0744,0.0713,0.5002
4649324,1.0356908,54965.226634,0.0702,0.0282,0.0831,0.2905,0.5003
11968513,1.0365914,55185.882996,0.0836,-1,0.079,-1,1
6047498,1.037445,54964.601927,0.0007,-1,0.049,-1,1
5078879,1.0393706,55003.081021,0.0007,0.0006,0.0481,0.0468,0.4989
4551328,1.0441159,54965.084253,0.0018,-1,0.0709,-1,1
9345838,1.0458736,54954.532063,0.2363,0.1388,0.1373,0.1503,0.5061
3848919,1.0472603,54964.765586,0.3792,0.3418,0.0986,0.0987,0.4999
5876360,1.0508445,54999.817075,0.0463,0.0523,0.0583,0.0483,0.4995
9419603,1.0524172,54964.960981,0.0725,0.0411,0.1293,0.4013,0.5106
11455795,1.0573353,54964.791642,0.0463,-1,0.0685,-1,1
8552540,1.0619343,54954.105667,0.3952,0.2392,0.1081,0.1098,0.5001
4647652,1.064824,54953.946994,0.1077,0.0482,0.1301,0.294,0.5017
3749508,1.0657337,54954.37722,0.0047,-1,0.0577,-1,1
5475624,1.0698434,55279.978167,0.2268,0.0826,0.2157,0.1337,0.4979
10616829,1.0729341,54965.293061,0.1075,0.0324,0.1197,0.1045,0.5021
9402652,1.073104,54954.289305,0.3596,0.3496,0.1418,0.1369,0.5003
9651155,1.0738337,55000.466129,0.0474,0.0301,0.0709,0.0804,0.5041
11968490,1.0788901,54965.437249,0.0319,0.0181,0.0733,0.0731,0.4993
6844489,1.0797603,54965.376438,0.1616,0.1411,0.1505,0.1751,0.5026
3351945,1.0805381,54965.3297,0.032,-1,0.0659,-1,1
8608490,1.08281,54965.473637,0.4058,0.2189,0.0815,0.0873,0.4995
11391667,1.0837368,54954.131308,0.0085,0.0069,0.0561,0.0595,0.5002
8894630,1.0840008,54954.049453,0.0397,0.0387,0.2193,0.2721,0.5022
5802834,1.0924429,54954.476652,0.0403,0.0273,0.2526,0.3014,0.5054
12066630,1.0983743,54953.967832,0.0461,0.0433,0.29,0.2422,0.4978
9508954,1.1006461,55002.29276,0.0029,-1,0.3411,-1,1
10268903,1.1039663,54999.910577,0.0637,0.0317,0.049,0.0554,0.5003
10736223,1.1050943,54965.545055,0.6923,0.1467,0.1122,0.1042,0.5003
6695889,1.1065608,54965.373754,0.2478,0.0705,0.0802,0.0809,0.4997
6803335,1.1108525,54954.334913,0.0563,0.0492,0.2426,0.3043,0.5062
9164694,1.1113636,54965.29349,0.3869,0.213,0.1828,0.2212,0.5163
5377349,1.1167657,54965.748569,0.1189,0.0897,0.099,0.0868,0.5
4570326,1.1215525,54954.442727,0.0473,0.0426,0.2552,0.2887,0.5037
9343862,1.1232568,54999.850251,0.3732,0.1005,0.1161,0.1011,0.4996
9725155,1.1271457,54953.898971,0.0072,0.0071,0.2736,0.2383,0.497
6025466,1.1278008,54953.774098,0.0358,-1,0.0514,-1,1
4945588,1.12908,54954.186276,0.0399,0.0384,0.2583,0.2757,0.5037
2997455,1.12985,54964.788647,0.0045,-1,0.0676,-1,1
6058875,1.1298682,55002.072583,0.2554,0.217,0.0751,0.078,0.5003
5623774,1.1336299,54964.773587,0.0009,0.0009,0.0837,0.0836,0.5003
5975712,1.1360932,54953.90719,0.0062,0.005,0.2634,0.1778,0.5348
3832716,1.1418772,54954.237442,0.31,0.1457,0.1146,0.118,0.5009
4484356,1.1441593,54965.01692,0.1352,0.1146,0.0693,0.0748,0.5001
7449844,1.1522182,54965.124308,0.0116,-1,0.0779,-1,1
7740302,1.1535089,54953.656746,0.0489,0.0388,0.2348,0.3083,0.5081
7770471,1.1578046,55000.182569,0.5892,0.161,0.1143,0.1099,0.5003
6447430,1.160002,54954.148049,0.0182,0.015,0.2325,0.2807,0.509
8548416,1.1636482,54954.934698,0.0301,0.0173,0.283,0.2572,0.5115
3849155,1.1683133,54965.047161,0.0003,-1,0.0602,-1,1
9108579,1.1696282,54954.99795,0.0202,0.0093,0.2657,0.2825,0.5031
4169521,1.1725557,54953.784404,0.0188,0.017,0.2539,0.2015,0.5073
9724080,1.1739178,54965.666129,0.0591,0.0502,0.2364,0.3316,0.504
4945035,1.174683,55002.423514,0.0004,-1,0.0846,-1,1
10613718,1.1758779,54953.886226,0.0075,0.006,0.0473,0.0468,0.4993
8444552,1.1780996,54964.589475,0.061,0.0594,0.065,0.0668,0.4998
8218274,1.1873525,54965.27773,0.0236,0.0072,0.1053,0.2349,0.504
5371109,1.1918616,54965.789741,0.0515,0.0372,0.2529,0.2697,0.5147
8452840,1.2011596,54954.148064,0.0028,0.0017,0.2502,0.266,0.5207
10417135,1.2033317,54965.316632,0.0249,0.0212,0.2927,0.2381,0.5036
3547111,1.2078359,55000.126516,0.0166,0.0167,0.2454,0.3165,0.5062
5623923,1.2087496,54999.527782,0.083,0.0279,0.1121,0.093,0.5015
7976783,1.2088516,54954.260728,0.0057,0.0056,0.238,0.3317,0.498
10191070,1.2137451,54964.745516,0.0021,-1,0.1574,-1,1
9366988,1.21903,55000.455947,0.0912,-1,0.0756,-1,1
9592855,1.2193248,54953.971963,0.1609,0.1524,0.1038,0.1013,0.5001
4273411,1.2196984,54965.666692,0.0121,0.0093,0.2873,0.2401,0.5001
9205993,1.2197374,55000.494728,0.592,0.1088,0.1163,0.0983,0.5016
5809827,1.22211,54965.492031,0.161,0.149,0.1128,0.121,0.4994
7676610,1.2256754,54954.637879,0.0373,0.0223,0.244,0.2961,0.5034
4454219,1.225733,54964.662458,0.0992,-1,0.0638,-1,1
